Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cytosolic tRNA aminoacylation Homo sapiens R-HSA-379716	3/24	7.170275110421054E-4	0.03122328888992441	0	0	19.53793103448276	141.46236451826832	WARS;KARS;AARS
Translation initiation complex formation Homo sapiens R-HSA-72649	4/57	8.38743568172503E-4	0.03300459349778204	0	0	10.376834381551364	73.50540149265248	RPS4X;PABPC1;RPS2;RPS23
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S Homo sapiens R-HSA-72662	4/58	8.957405333427275E-4	0.03300459349778204	0	0	10.184156378600823	71.47098134331296	RPS4X;PABPC1;RPS2;RPS23
The citric acid (TCA) cycle and respiratory electron transport Homo sapiens R-HSA-1428517	6/153	9.809981548138465E-4	0.033372081985012146	0	0	5.663983903420523	39.2340765428534	LDHB;NDUFA13;LDHA;NDUFS1;NDUFV1;COX5A
Neurofascin interactions Homo sapiens R-HSA-447043	2/7	0.0011147250767436208	0.033372081985012146	0	0	54.37534246575343	369.70597228777467	DCX;NRCAM
NrCAM interactions Homo sapiens R-HSA-447038	2/7	0.0011147250767436208	0.033372081985012146	0	0	54.37534246575343	369.70597228777467	DLG4;NRCAM
Activation of the pre-replicative complex Homo sapiens R-HSA-68962	3/30	0.001392368373462992	0.03770112626792262	0	0	15.191570881226054	99.91115036332026	MCM7;MCM3;MCM2
Selenoamino acid metabolism Homo sapiens R-HSA-2408522	5/111	0.0014167437845983449	0.03770112626792262	0	0	6.513392268109249	42.723907140146075	RPS4X;AHCY;KARS;RPS2;RPS23
Glycolysis Homo sapiens R-HSA-70171	3/32	0.0016827399837887418	0.04242276064393723	0	0	14.142449464922711	90.33251820665853	TPI1;ENO2;HK1
Activation of ATR in response to replication stress Homo sapiens R-HSA-176187	3/37	0.0025658917560373463	0.06145310755709444	0	0	12.059634888438135	71.94113926867614	MCM7;MCM3;MCM2
RHO GTPase Effectors Homo sapiens R-HSA-195258	7/255	0.002940981543994567	0.06708238855111417	0	0	3.9243880118965913	22.875304401345467	PPP1CB;DLG4;FLNA;IQGAP1;PFN1;SRGAP2;MAPRE1
Caspase-mediated cleavage of cytoskeletal proteins Homo sapiens R-HSA-264870	2/12	0.00341934827151681	0.06899085354979319	0	0	27.18082191780822	154.3410054247284	DBNL;VIM
Muscle contraction Homo sapiens R-HSA-397014	6/196	0.0034235931549728696	0.06899085354979319	0	0	4.372572275759822	24.82337549333091	ANXA2;CACNA2D1;CAMK2A;ANXA6;ATP1A1;VIM
tRNA Aminoacylation Homo sapiens R-HSA-379724	3/42	0.003690296410463604	0.06899085354979319	0	0	10.510875331564987	58.88243334406595	WARS;KARS;AARS
Metabolism of nucleotides Homo sapiens R-HSA-15869	4/87	0.003984107075928238	0.06899085354979319	0	0	6.616131191432396	36.557049580346415	DUT;CAT;DCTPP1;PAICS
Activation of DNA fragmentation factor Homo sapiens R-HSA-211227	2/13	0.004021496387506467	0.06899085354979319	0	0	24.70859277708593	136.2950985129956	HIST1H1D;HIST1H1C
Apoptosis induced DNA fragmentation Homo sapiens R-HSA-140342	2/13	0.004021496387506467	0.06899085354979319	0	0	24.70859277708593	136.2950985129956	HIST1H1D;HIST1H1C
Respiratory electron transport Homo sapiens R-HSA-611105	4/88	0.004150209259464801	0.06899085354979319	0	0	6.537037037037037	35.85301059780192	NDUFA13;NDUFS1;COX5A;NDUFV1
Eukaryotic Translation Elongation Homo sapiens R-HSA-156842	4/89	0.004320930284955732	0.06899085354979319	0	0	6.459803921568628	35.16901072607925	RPS4X;EEF1D;RPS2;RPS23
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC) Homo sapiens R-HSA-975956	4/89	0.004320930284955732	0.06899085354979319	0	0	6.459803921568628	35.16901072607925	RPS4X;PABPC1;RPS2;RPS23
Methylation Homo sapiens R-HSA-156581	2/14	0.004669058835063234	0.07214448974178352	0	0	22.64840182648402	121.54939223207556	AHCY;MAT2B
Translation Homo sapiens R-HSA-72766	5/151	0.005348380526349494	0.07489166239798353	0	0	4.7193217741162945	24.686590361413625	RPS4X;EEF1D;PABPC1;RPS2;RPS23
CREB phosphorylation through the activation of CaMKII Homo sapiens R-HSA-442729	2/15	0.005361339763639019	0.07489166239798353	0	0	20.905163329820866	109.3035115095383	DLG4;CAMK2A
Complex I biogenesis Homo sapiens R-HSA-6799198	3/49	0.005703747307598253	0.07489166239798353	0	0	8.90824587706147	46.02562730154512	NDUFA13;NDUFS1;NDUFV1
Synthesis of DNA Homo sapiens R-HSA-69239	4/97	0.0058599193436339875	0.07489166239798353	0	0	5.9017323775388295	30.332658453575156	PCNA;MCM7;MCM3;MCM2
Deadenylation-dependent mRNA decay Homo sapiens R-HSA-429914	3/50	0.006035329465923697	0.07489166239798353	0	0	8.718268525311812	44.55144049537493	EXOSC6;PABPC1;LSM3
Formation of the ternary complex, and subsequently, the 43S complex Homo sapiens R-HSA-72695	3/50	0.006035329465923697	0.07489166239798353	0	0	8.718268525311812	44.55144049537493	RPS4X;RPS2;RPS23
Cell-extracellular matrix interactions Homo sapiens R-HSA-446353	2/16	0.00609765100943916	0.07489166239798353	0	0	19.410958904109588	98.9930110356138	FLNA;FLNC
Metabolism of folate and pterines Homo sapiens R-HSA-196757	2/16	0.00609765100943916	0.07489166239798353	0	0	19.410958904109588	98.9930110356138	MTHFD1;SHMT2
Phase II conjugation Homo sapiens R-HSA-156580	4/100	0.00652012951086752	0.07661005720714709	0	0	5.716435185185185	28.77002392897925	UGDH;AHCY;GSTP1;MAT2B
Ras activation uopn Ca2+ infux through NMDA receptor Homo sapiens R-HSA-442982	2/17	0.006877312024858715	0.07661005720714709	0	0	18.115981735159817	90.2090273817315	DLG4;CAMK2A
Unblocking of NMDA receptor, glutamate binding and activation Homo sapiens R-HSA-438066	2/17	0.006877312024858715	0.07661005720714709	0	0	18.115981735159817	90.2090273817315	DLG4;CAMK2A
Formation of Senescence-Associated Heterochromatin Foci (SAHF) Homo sapiens R-HSA-2559584	2/17	0.006877312024858715	0.07661005720714709	0	0	18.115981735159817	90.2090273817315	HIST1H1D;HIST1H1C
DNA Replication Homo sapiens R-HSA-69306	4/105	0.0077268955080724	0.07968033321986953	0	0	5.4320682068206825	26.416409043323753	PCNA;MCM7;MCM3;MCM2
Nonsense-Mediated Decay (NMD) Homo sapiens R-HSA-927802	4/106	0.007984668047085048	0.07968033321986953	0	0	5.378540305010893	25.97959787234898	RPS4X;PABPC1;RPS2;RPS23
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) Homo sapiens R-HSA-975957	4/106	0.007984668047085048	0.07968033321986953	0	0	5.378540305010893	25.97959787234898	RPS4X;PABPC1;RPS2;RPS23
L13a-mediated translational silencing of Ceruloplasmin expression Homo sapiens R-HSA-156827	4/106	0.007984668047085048	0.07968033321986953	0	0	5.378540305010893	25.97959787234898	RPS4X;PABPC1;RPS2;RPS23
3' -UTR-mediated translational regulation Homo sapiens R-HSA-157279	4/106	0.007984668047085048	0.07968033321986953	0	0	5.378540305010893	25.97959787234898	RPS4X;PABPC1;RPS2;RPS23
Ribosomal scanning and start codon recognition Homo sapiens R-HSA-72702	3/57	0.008678052677798028	0.08422451318616792	0	0	7.58544061302682	36.007768922063576	RPS4X;RPS2;RPS23
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. Homo sapiens R-HSA-163200	4/109	0.008791702837804585	0.08422451318616792	0	0	5.224074074074074	24.73048906778022	NDUFA13;NDUFS1;NDUFV1;COX5A
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis Homo sapiens R-HSA-163560	2/20	0.009469700879568528	0.08889407159721076	0	0	15.094368340943683	70.33459356674543	PPP1CB;FABP5
G1/S Transition Homo sapiens R-HSA-69206	4/112	0.009650295872766095	0.08889407159721076	0	0	5.078189300411522	23.56669182049122	PCNA;MCM7;MCM3;MCM2
Cap-dependent Translation Initiation Homo sapiens R-HSA-72737	4/114	0.010251937869189955	0.0907148072326732	0	0	4.985353535353536	22.834357620255226	RPS4X;PABPC1;RPS2;RPS23
Eukaryotic Translation Initiation Homo sapiens R-HSA-72613	4/114	0.010251937869189955	0.0907148072326732	0	0	4.985353535353536	22.834357620255226	RPS4X;PABPC1;RPS2;RPS23
RHO GTPases activate PAKs Homo sapiens R-HSA-5627123	2/21	0.01041610521460757	0.0907148072326732	0	0	14.299206921413122	65.267329990588	PPP1CB;FLNA
Assembly of the pre-replicative complex Homo sapiens R-HSA-68867	3/67	0.013468472875339164	0.11448714422685165	0	0	6.396982758620689	27.554386993949834	MCM7;MCM3;MCM2
S Phase Homo sapiens R-HSA-69242	4/124	0.013623731150168149	0.11448714422685165	0	0	4.567592592592592	19.622113174227245	PCNA;MCM7;MCM3;MCM2
Developmental Biology Homo sapiens R-HSA-1266738	12/786	0.013989276642829625	0.1155321295157826	0	0	2.174874601003192	9.28554924182422	DLG4;RDX;PEA15;CAMK2A;DCX;MSN;NRCAM;IQGAP1;PFN1;EZR;SRGAP2;SH3GL2
Sulfur amino acid metabolism Homo sapiens R-HSA-1614635	2/25	0.014595981111558798	0.11849957546502822	0	0	11.810005955926146	49.92100210930623	AHCY;MRI1
Switching of origins to a post-replicative state Homo sapiens R-HSA-69052	3/70	0.01514591831300889	0.11893270281854522	0	0	6.109624292331446	25.599473647610846	MCM7;MCM3;MCM2
Orc1 removal from chromatin Homo sapiens R-HSA-68949	3/70	0.01514591831300889	0.11893270281854522	0	0	6.109624292331446	25.599473647610846	MCM7;MCM3;MCM2
Lipid digestion, mobilization, and transport Homo sapiens R-HSA-73923	3/71	0.015730089000797115	0.11964648914322755	0	0	6.01947261663286	24.993933230852672	PPP1CB;FABP5;P4HB
FGFR2 alternative splicing Homo sapiens R-HSA-6803529	2/26	0.01573638583720947	0.11964648914322755	0	0	11.317351598173516	46.98715038313553	PTBP1;RBFOX2
Removal of licensing factors from origins Homo sapiens R-HSA-69300	3/72	0.01632681870895861	0.12055259670533856	0	0	5.931934032983508	24.40958942936811	MCM7;MCM3;MCM2
Cell-Cell communication Homo sapiens R-HSA-1500931	4/131	0.016358911870244273	0.12055259670533856	0	0	4.314304461942257	17.744658586050043	CDH13;FLNA;IQGAP1;FLNC
CREB phosphorylation through the activation of Ras Homo sapiens R-HSA-442742	2/27	0.016913737768065255	0.12092060284930235	0	0	10.864109589041096	44.32153764222165	DLG4;CAMK2A
Pyruvate metabolism Homo sapiens R-HSA-70268	2/27	0.016913737768065255	0.12092060284930235	0	0	10.864109589041096	44.32153764222165	LDHB;LDHA
mRNA Splicing - Major Pathway Homo sapiens R-HSA-72163	4/134	0.017629065992853833	0.12418121486142626	0	0	4.214102564102564	17.017415364163693	PTBP1;SF3B2;SF3B3;LSM3
Signaling by FGFR2 Homo sapiens R-HSA-5654738	7/361	0.018091293552181028	0.12448931505842045	0	0	2.7344232079176183	10.971393163923452	PTBP1;GSK3A;RBFOX2;DLG4;PEA15;CAMK2A;IQGAP1
Regulation of DNA replication Homo sapiens R-HSA-69304	3/75	0.018192593014800484	0.12448931505842045	0	0	5.683908045977011	22.773945958341653	MCM7;MCM3;MCM2
Mitotic G1-G1/S phases Homo sapiens R-HSA-453279	4/136	0.01850908263958806	0.12487113499102367	0	0	4.14983164983165	16.555727280683744	PCNA;MCM7;MCM3;MCM2
Signaling by FGFR Homo sapiens R-HSA-190236	7/366	0.019345458167884612	0.12863072312653195	0	0	2.695647879254825	10.635133127509487	PTBP1;GSK3A;RBFOX2;DLG4;PEA15;CAMK2A;IQGAP1
Signaling by Rho GTPases Homo sapiens R-HSA-194315	7/367	0.019603429620536184	0.12863072312653195	0	0	2.6880220646178095	10.569439168244145	PPP1CB;DLG4;FLNA;IQGAP1;PFN1;SRGAP2;MAPRE1
Transmission across Chemical Synapses Homo sapiens R-HSA-112315	5/211	0.020485823082707633	0.13145583398318034	0	0	3.3345780433159073	12.96491342341337	DLG4;CACNA2D1;GNB1;CAMK2A;PPFIA3
Activation of Kainate Receptors upon glutamate binding Homo sapiens R-HSA-451326	2/30	0.02066149553282785	0.13145583398318034	0	0	9.698630136986301	37.62567491079582	DLG4;GNB1
Glucose metabolism Homo sapiens R-HSA-70326	3/79	0.020857293074575588	0.13145583398318034	0	0	5.3836660617059895	20.83506547830979	TPI1;ENO2;HK1
Regulation of insulin secretion Homo sapiens R-HSA-422356	3/80	0.02155514988447129	0.13305872106904734	0	0	5.313479623824452	20.388567952024616	MARCKS;GNB1;IQGAP1
Trafficking of AMPA receptors Homo sapiens R-HSA-399719	2/31	0.021980688619619358	0.13305872106904734	0	0	9.363722248464809	35.74686179276739	DLG4;CAMK2A
Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity Homo sapiens R-HSA-399721	2/31	0.021980688619619358	0.13305872106904734	0	0	9.363722248464809	35.74686179276739	DLG4;CAMK2A
mRNA Splicing Homo sapiens R-HSA-72172	4/144	0.022299716754611114	0.13305872106904734	0	0	3.911111111111111	14.874664648540596	PTBP1;SF3B2;SF3B3;LSM3
DNA Replication Pre-Initiation Homo sapiens R-HSA-69002	3/82	0.022988916205378865	0.13305872106904734	0	0	5.178437363596682	19.536913745915523	MCM7;MCM3;MCM2
M/G1 Transition Homo sapiens R-HSA-68874	3/82	0.022988916205378865	0.13305872106904734	0	0	5.178437363596682	19.536913745915523	MCM7;MCM3;MCM2
Signaling by Robo receptor Homo sapiens R-HSA-376176	2/32	0.02333388845469724	0.13305872106904734	0	0	9.051141552511416	34.01281902289565	SRGAP2;PFN1
Gluconeogenesis Homo sapiens R-HSA-70263	2/32	0.02333388845469724	0.13305872106904734	0	0	9.051141552511416	34.01281902289565	TPI1;ENO2
Viral mRNA Translation Homo sapiens R-HSA-192823	3/84	0.02447341666432229	0.13610496904387406	0	0	5.050063856960409	18.7365842323502	RPS4X;RPS2;RPS23
Peptide chain elongation Homo sapiens R-HSA-156902	3/84	0.02447341666432229	0.13610496904387406	0	0	5.050063856960409	18.7365842323502	RPS4X;RPS2;RPS23
Smooth Muscle Contraction Homo sapiens R-HSA-445355	2/33	0.024720526736570027	0.13610496904387406	0	0	8.758727353071144	32.408353977254606	ANXA2;ANXA6
G2/M Checkpoints Homo sapiens R-HSA-69481	4/150	0.025431947210469655	0.13759428499369203	0	0	3.7492389649923896	13.766264911954645	MCM7;UBE2V2;MCM3;MCM2
Cell junction organization Homo sapiens R-HSA-446728	3/86	0.02600861597793	0.13759428499369203	0	0	4.927877025342751	17.983436711989803	CDH13;FLNA;FLNC
Regulation of mRNA stability by proteins that bind AU-rich elements Homo sapiens R-HSA-450531	3/86	0.02600861597793	0.13759428499369203	0	0	4.927877025342751	17.983436711989803	EXOSC6;HSPB1;PABPC1
Purine metabolism Homo sapiens R-HSA-73847	2/34	0.02614004161675569	0.13759428499369203	0	0	8.48458904109589	30.920277362218602	CAT;PAICS
Selenocysteine synthesis Homo sapiens R-HSA-2408557	3/87	0.02679520701590355	0.13800972215718066	0	0	4.86896551724138	17.623377714522245	RPS4X;RPS2;RPS23
Eukaryotic Translation Termination Homo sapiens R-HSA-72764	3/87	0.02679520701590355	0.13800972215718066	0	0	4.86896551724138	17.623377714522245	RPS4X;RPS2;RPS23
Post NMDA receptor activation events Homo sapiens R-HSA-438064	2/35	0.027591877633463862	0.13912115143609674	0	0	8.227065172270652	29.537087770670144	DLG4;CAMK2A
Lysosome Vesicle Biogenesis Homo sapiens R-HSA-432720	2/35	0.027591877633463862	0.13912115143609674	0	0	8.227065172270652	29.537087770670144	ARF1;SH3GL2
Apoptotic cleavage of cellular proteins Homo sapiens R-HSA-111465	2/37	0.030590322748681478	0.15263296454810862	0	0	7.756164383561644	27.046300314819636	DBNL;VIM
Apoptosis Homo sapiens R-HSA-109581	4/163	0.03308883398954442	0.16339743794836883	0	0	3.440426275331936	11.726897304334923	DBNL;HIST1H1D;VIM;HIST1H1C
Activation of NMDA receptor upon glutamate binding and postsynaptic events Homo sapiens R-HSA-442755	2/39	0.03371154370702674	0.16449034095930604	0	0	7.336171788226583	24.868998472347258	DLG4;CAMK2A
Cellular response to heat stress Homo sapiens R-HSA-3371556	3/96	0.03444147363545902	0.16449034095930604	0	0	4.395773081201335	14.807134422332181	ST13;CAMK2A;HSPA12A
Formation of a pool of free 40S subunits Homo sapiens R-HSA-72689	3/96	0.03444147363545902	0.16449034095930604	0	0	4.395773081201335	14.807134422332181	RPS4X;RPS2;RPS23
Major pathway of rRNA processing in the nucleolus Homo sapiens R-HSA-6791226	4/166	0.03502717072619878	0.16449034095930604	0	0	3.3762002743484225	11.31577821814406	RPS4X;EXOSC6;RPS2;RPS23
Programmed Cell Death Homo sapiens R-HSA-5357801	4/166	0.03502717072619878	0.16449034095930604	0	0	3.3762002743484225	11.31577821814406	DBNL;HIST1H1D;VIM;HIST1H1C
Catabolism of glucuronate to xylulose-5-phosphate Homo sapiens R-HSA-5661270	1/5	0.03645982524307186	0.1695558863245769	0	0	33.755102040816325	111.78151585561791	SORD
Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism Homo sapiens R-HSA-6788656	2/41	0.036951320322312485	0.1701892541768046	0	0	6.95925535651563	22.952695192070873	PCBD1;ALDH7A1
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion Homo sapiens R-HSA-381676	2/42	0.03861437457665445	0.1761550992592141	0	0	6.784931506849315	22.079053733868612	GNB1;IQGAP1
Phase 0 - rapid depolarisation Homo sapiens R-HSA-5576892	2/44	0.04202428195301883	0.1898224128843585	0	0	6.461187214611872	20.47878253752502	CACNA2D1;CAMK2A
Fructose metabolism Homo sapiens R-HSA-5652084	1/6	0.04359178583983181	0.1898224128843585	0	0	27.002721088435376	84.59646156406902	SORD
Choline catabolism Homo sapiens R-HSA-6798163	1/6	0.04359178583983181	0.1898224128843585	0	0	27.002721088435376	84.59646156406902	ALDH7A1
Methionine salvage pathway Homo sapiens R-HSA-1237112	1/6	0.04359178583983181	0.1898224128843585	0	0	27.002721088435376	84.59646156406902	MRI1
Pyrimidine biosynthesis Homo sapiens R-HSA-500753	1/6	0.04359178583983181	0.1898224128843585	0	0	27.002721088435376	84.59646156406902	DUT
rRNA processing Homo sapiens R-HSA-72312	4/180	0.044930226552321824	0.19139887046906892	0	0	3.105429292929293	9.635043157996265	RPS4X;EXOSC6;RPS2;RPS23
SRP-dependent cotranslational protein targeting to membrane Homo sapiens R-HSA-1799339	3/107	0.04515255190606427	0.19139887046906892	0	0	3.9286472148541116	12.169803792754376	RPS4X;RPS2;RPS23
GTP hydrolysis and joining of the 60S ribosomal subunit Homo sapiens R-HSA-72706	3/107	0.04515255190606427	0.19139887046906892	0	0	3.9286472148541116	12.169803792754376	RPS4X;RPS2;RPS23
Cell Cycle Checkpoints Homo sapiens R-HSA-69620	4/182	0.04646038459191449	0.19521512473269337	0	0	3.0702247191011236	9.422996388255958	MCM7;UBE2V2;MCM3;MCM2
Integration of energy metabolism Homo sapiens R-HSA-163685	3/110	0.04832862263380857	0.20128428386979288	0	0	3.8179181437318723	11.567266073139455	MARCKS;GNB1;IQGAP1
Signaling by EGFR Homo sapiens R-HSA-177929	6/355	0.04879149055597012	0.20128428386979288	0	0	2.3612333023931553	7.131395297319698	GSK3A;DLG4;PEA15;CAMK2A;IQGAP1;SH3GL2
Pyruvate metabolism and Citric Acid (TCA) cycle Homo sapiens R-HSA-71406	2/48	0.049165472260471334	0.20128428386979288	0	0	5.89815366289458	17.76856353440523	LDHB;LDHA
RHO GTPases Activate Formins Homo sapiens R-HSA-5663220	3/114	0.05272940874661048	0.21404565075954596	0	0	3.6795899347623484	10.827494882562466	PFN1;SRGAP2;MAPRE1
Ion homeostasis Homo sapiens R-HSA-5578775	2/51	0.054787466870286815	0.21944906045478757	0	0	5.536203522504892	16.078761665225066	CAMK2A;ATP1A1
Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203	4/193	0.05539009254596382	0.21944906045478757	0	0	2.889917695473251	8.361556473246155	PTBP1;SF3B2;SF3B3;LSM3
Metabolism of proteins Homo sapiens R-HSA-392499	13/1074	0.05543494011488371	0.21944906045478757	0	0	1.705470031765979	4.933149147365827	GSK3A;ARF1;PCNA;RPS4X;EXOSC6;TUBB6;GANAB;TFG;EEF1D;GNB1;PABPC1;RPS2;RPS23
Cell Cycle, Mitotic Homo sapiens R-HSA-69278	7/462	0.056333426095809165	0.21956793558909934	0	0	2.1164211674849973	6.087816082476227	PPP1CB;RAB2A;PCNA;MCM7;MCM3;MAPRE1;MCM2
mRNA Splicing - Minor Pathway Homo sapiens R-HSA-72165	2/52	0.05670966803992434	0.21956793558909934	0	0	5.425205479452055	15.569312032695354	SF3B2;SF3B3
Gene Expression Homo sapiens R-HSA-74160	18/1631	0.05684013363893178	0.21956793558909934	0	0	1.5656540607563547	4.489532784996459	SF3B2;WARS;PCNA;SF3B3;HSPB1;COX5A;LSM3;RPS4X;PTBP1;EXOSC6;PRDX5;KARS;EEF1D;PRKRA;PABPC1;RPS2;AARS;RPS23
Metabolism of ingested SeMet, Sec, MeSec into H2Se Homo sapiens R-HSA-2408508	1/8	0.057698788449451824	0.22110175733829937	0	0	19.285714285714285	55.0128684168973	AHCY
Cell Cycle Homo sapiens R-HSA-1640170	8/566	0.05970835035654962	0.22167394946527313	0	0	1.975832053251408	5.568454669744961	PPP1CB;RAB2A;PCNA;MCM7;UBE2V2;MCM3;MAPRE1;MCM2
NGF signalling via TRKA from the plasma membrane Homo sapiens R-HSA-187037	6/374	0.059829934652530586	0.22167394946527313	0	0	2.237140232700551	6.30034430964605	GSK3A;DLG4;PEA15;CAMK2A;IQGAP1;SH3GL2
MAPK family signaling cascades Homo sapiens R-HSA-5683057	5/284	0.0602366144176691	0.22167394946527313	0	0	2.452941323909066	6.8914770773489495	DLG4;PEA15;CAMK2A;HSPB1;IQGAP1
Golgi Associated Vesicle Biogenesis Homo sapiens R-HSA-432722	2/54	0.06062366242637377	0.22167394946527313	0	0	5.216016859852476	14.620860343032804	ARF1;SH3GL2
AUF1 (hnRNP D0) binds and destabilizes mRNA Homo sapiens R-HSA-450408	2/54	0.06062366242637377	0.22167394946527313	0	0	5.216016859852476	14.620860343032804	HSPB1;PABPC1
Biological oxidations Homo sapiens R-HSA-211859	4/199	0.060624817077141506	0.22167394946527313	0	0	2.80014245014245	7.848941946643953	UGDH;AHCY;GSTP1;MAT2B
Ion transport by P-type ATPases Homo sapiens R-HSA-936837	2/55	0.06261457000936727	0.227214992685507	0	0	5.117342982682864	14.178915324570266	CAMK2A;ATP1A1
Inactivation of Cdc42 and Rac Homo sapiens R-HSA-428543	1/9	0.06467459271360257	0.22947503636900468	0	0	16.874149659863946	46.20794950585693	SRGAP2
Nef Mediated CD4 Down-regulation Homo sapiens R-HSA-167590	1/9	0.06467459271360257	0.22947503636900468	0	0	16.874149659863946	46.20794950585693	ARF1
Small interfering RNA (siRNA) biogenesis Homo sapiens R-HSA-426486	1/9	0.06467459271360257	0.22947503636900468	0	0	16.874149659863946	46.20794950585693	PRKRA
Influenza Viral RNA Transcription and Replication Homo sapiens R-HSA-168273	3/128	0.06957701113635956	0.2381664597406787	0	0	3.2651586206896552	8.702696055450158	RPS4X;RPS2;RPS23
DNA Damage/Telomere Stress Induced Senescence Homo sapiens R-HSA-2559586	2/59	0.07079417853335879	0.2381664597406787	0	0	4.757269887046383	12.597148407036906	HIST1H1D;HIST1H1C
GP1b-IX-V activation signalling Homo sapiens R-HSA-430116	1/10	0.07159910271953598	0.2381664597406787	0	0	14.998488284202569	39.54610515433267	FLNA
Activation of Ca-permeable Kainate Receptor Homo sapiens R-HSA-451308	1/10	0.07159910271953598	0.2381664597406787	0	0	14.998488284202569	39.54610515433267	DLG4
Ionotropic activity of Kainate Receptors Homo sapiens R-HSA-451306	1/10	0.07159910271953598	0.2381664597406787	0	0	14.998488284202569	39.54610515433267	DLG4
eNOS activation Homo sapiens R-HSA-203615	1/10	0.07159910271953598	0.2381664597406787	0	0	14.998488284202569	39.54610515433267	DDAH1
Acetylcholine regulates insulin secretion Homo sapiens R-HSA-399997	1/10	0.07159910271953598	0.2381664597406787	0	0	14.998488284202569	39.54610515433267	MARCKS
Purine catabolism Homo sapiens R-HSA-74259	1/10	0.07159910271953598	0.2381664597406787	0	0	14.998488284202569	39.54610515433267	CAT
Removal of the Flap Intermediate from the C-strand Homo sapiens R-HSA-174437	1/10	0.07159910271953598	0.2381664597406787	0	0	14.998488284202569	39.54610515433267	PCNA
Neuronal System Homo sapiens R-HSA-112316	5/301	0.0732755412726348	0.24206196047994533	0	0	2.31005481005481	6.037393864446583	DLG4;CACNA2D1;GNB1;CAMK2A;PPFIA3
Ca2+ pathway Homo sapiens R-HSA-4086398	2/61	0.07500767475959645	0.2460868233551144	0	0	4.595542140701184	11.903211676124998	CAMK2A;GNB1
RHO GTPases activate IQGAPs Homo sapiens R-HSA-5626467	1/11	0.07847269291023612	0.24763654613004077	0	0	13.49795918367347	34.35236788543272	IQGAP1
