Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ADP binding (GO:0043531)	1/27	0.09407095720227293	0.1922921036928814	0	0	10.630876068376068	25.12826467235412	PPP5C
poly-purine tract binding (GO:0070717)	1/28	0.09738206251623838	0.1943440008423068	0	0	10.236625514403292	23.842260104213242	HNRNPU
magnesium ion binding (GO:0000287)	2/146	0.0995293176361152	0.1943440008423068	0	0	3.8699139280125197	8.929064126559682	IMPA1;RAN
kinesin binding (GO:0019894)	1/29	0.10068123124553315	0.1943440008423068	0	0	9.870535714285714	22.660735221252363	CLSTN1
adenyl ribonucleotide binding (GO:0032559)	3/306	0.10127544327011753	0.1943440008423068	0	0	2.775671852899576	6.356042377150414	PPP5C;HNRNPU;MCM6
endopeptidase activity (GO:0004175)	3/315	0.10804712690626572	0.1943440008423068	0	0	2.694368131868132	5.995475060154976	USP5;PSMA1;CPNE1
chemokine binding (GO:0019956)	1/32	0.11050754144475816	0.1943440008423068	0	0	8.913978494623656	19.634566488548145	HMGB1
RNA polymerase II complex binding (GO:0000993)	1/32	0.11050754144475816	0.1943440008423068	0	0	8.913978494623656	19.634566488548145	HNRNPU
beta-tubulin binding (GO:0048487)	1/32	0.11050754144475816	0.1943440008423068	0	0	8.913978494623656	19.634566488548145	PDCD5
chemoattractant activity (GO:0042056)	1/32	0.11050754144475816	0.1943440008423068	0	0	8.913978494623656	19.634566488548145	HMGB1
nucleosomal DNA binding (GO:0031492)	1/33	0.1137593866463937	0.1943440008423068	0	0	8.63498263888889	18.769600161790645	HNRNPC
RNA polymerase core enzyme binding (GO:0043175)	1/33	0.1137593866463937	0.1943440008423068	0	0	8.63498263888889	18.769600161790645	HNRNPU
telomeric DNA binding (GO:0042162)	1/33	0.1137593866463937	0.1943440008423068	0	0	8.63498263888889	18.769600161790645	HNRNPD
basal RNA polymerase II transcription machinery binding (GO:0001099)	1/33	0.1137593866463937	0.1943440008423068	0	0	8.63498263888889	18.769600161790645	HNRNPU
sequence-specific double-stranded DNA binding (GO:1990837)	5/712	0.11841029577632933	0.1943440008423068	0	0	1.9989183792328813	4.264891459845904	HNRNPL;SFPQ;HNRNPU;HMGB1;MCM6
Hsp90 protein binding (GO:0051879)	1/35	0.12022794098244914	0.1943440008423068	0	0	8.126225490196079	17.21431840365986	PPP5C
ubiquitin conjugating enzyme activity (GO:0061631)	1/35	0.12022794098244914	0.1943440008423068	0	0	8.126225490196079	17.21431840365986	UBE2G1
ubiquitin-like protein conjugating enzyme binding (GO:0044390)	1/35	0.12022794098244914	0.1943440008423068	0	0	8.126225490196079	17.21431840365986	TCERG1
metal ion binding (GO:0046872)	4/517	0.12024161203193083	0.1943440008423068	0	0	2.193858236573721	4.647144875610887	IMPA1;CPNE1;AGRN;RAN
core promoter sequence-specific DNA binding (GO:0001046)	1/37	0.12664992444548392	0.20004931247638938	0	0	7.673996913580247	15.85699852450674	RUVBL2
ion channel inhibitor activity (GO:0008200)	1/37	0.12664992444548392	0.20004931247638938	0	0	7.673996913580247	15.85699852450674	STX1A
ubiquitin-like protein conjugating enzyme activity (GO:0061650)	1/38	0.12984355553611984	0.2027893732530411	0	0	7.466216216216216	15.241720231400874	UBE2G1
cysteine-type endopeptidase inhibitor activity (GO:0004869)	1/40	0.13619630195383398	0.20577484751720568	0	0	7.082621082621083	14.12032444596875	KNG1
peptidase inhibitor activity (GO:0030414)	1/40	0.13619630195383398	0.20577484751720568	0	0	7.082621082621083	14.12032444596875	KNG1
tau protein binding (GO:0048156)	1/40	0.13619630195383398	0.20577484751720568	0	0	7.082621082621083	14.12032444596875	PPP5C
damaged DNA binding (GO:0003684)	1/44	0.14876487394350427	0.22129192676083706	0	0	6.422480620155039	12.237319088031208	HMGB1
ATP hydrolysis activity (GO:0140603)	1/45	0.15187872804092215	0.22129192676083706	0	0	6.276199494949495	11.828583218714314	RUVBL2
protein kinase C binding (GO:0005080)	1/45	0.15187872804092215	0.22129192676083706	0	0	6.276199494949495	11.828583218714314	PKN1
RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)	2/190	0.15283471200748458	0.22129192676083706	0	0	2.957596643691939	5.555544375172335	TCERG1;CPNE1
manganese ion binding (GO:0030145)	1/48	0.1611530393681039	0.23093064404295302	0	0	5.874704491725768	10.72369034010183	IMPA1
calcium-dependent phospholipid binding (GO:0005544)	1/50	0.1672802691231711	0.23726487151143655	0	0	5.634353741496598	10.074701240888364	CPNE1
DNA-binding transcription factor binding (GO:0140297)	2/208	0.17600512317332317	0.24275240311298588	0	0	2.6967044988376863	4.684828790048082	TCERG1;HMGB1
nuclear receptor coactivator activity (GO:0030374)	1/53	0.1763884367943279	0.24275240311298588	0	0	5.308493589743589	9.210590394266864	PKN1
phosphoric ester hydrolase activity (GO:0042578)	1/53	0.1763884367943279	0.24275240311298588	0	0	5.308493589743589	9.210590394266864	PPP5C
GDP binding (GO:0019003)	1/67	0.21761060338183918	0.2965477830399573	0	0	4.179503367003367	6.373943403020491	RAN
kinase binding (GO:0019900)	3/461	0.2370439090562791	0.3198942073672116	0	0	1.8218028696194635	2.6225032388426275	PEBP1;CSPG4;STX1A
phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)	1/75	0.2402453780074235	0.3210971879137679	0	0	3.7261636636636637	5.313861393498236	PLCD1
phosphatase activity (GO:0016791)	1/79	0.2513193218281669	0.3326989117534781	0	0	3.534366096866097	4.8810689680161286	PPP5C
amyloid-beta binding (GO:0001540)	1/80	0.2540628391818678	0.3331578740215059	0	0	3.4894514767932487	4.781154446243804	CLSTN1
nucleoside-triphosphatase activity (GO:0017111)	2/278	0.26968028567280355	0.35033233372448314	0	0	2.005613390487855	2.628392747618381	RUVBL2;RAN
protein kinase binding (GO:0019901)	3/506	0.281330909527575	0.3620833002253048	0	0	1.6549843794376597	2.0988903941246644	PEBP1;CSPG4;PKN1
phosphatidylinositol bisphosphate binding (GO:1902936)	1/94	0.2914467819279733	0.37166149255035125	0	0	2.9620669056152926	3.6519259376872046	PLCD1
cysteine-type peptidase activity (GO:0008234)	1/98	0.301784233455671	0.38134553136671157	0	0	2.839347079037801	3.4016598236456796	USP5
cysteine-type endopeptidase activity (GO:0004197)	1/105	0.3195180375197779	0.3989789786531945	0	0	2.6473023504273505	3.0204172504491282	USP5
thiol-dependent deubiquitinase (GO:0004843)	1/106	0.32201490119774046	0.3989789786531945	0	0	2.621957671957672	2.9710908892199424	USP5
transcription cis-regulatory region binding (GO:0000976)	3/549	0.32434981717849626	0.3989789786531945	0	0	1.5212715855572998	1.712849367439668	HNRNPL;SFPQ;HMGB1
deubiquitinase activity (GO:0101005)	1/112	0.3368074396256327	0.4100399925116523	0	0	2.4794794794794797	2.6982784378310085	USP5
omega peptidase activity (GO:0008242)	1/113	0.33924172042330947	0.4100399925116523	0	0	2.457217261904762	2.6563560119679144	USP5
endopeptidase inhibitor activity (GO:0004866)	1/115	0.34408387390877154	0.41230740063206245	0	0	2.413864522417154	2.575279237081068	KNG1
protease binding (GO:0002020)	1/118	0.3512815540389537	0.41733449582405613	0	0	2.351614434947768	2.4601819566297687	ADRM1
calcium ion binding (GO:0005509)	2/348	0.36359090562586266	0.42829776171182127	0	0	1.5941545225107874	1.612847465291371	CPNE1;AGRN
double-stranded DNA binding (GO:0003690)	3/651	0.4258388176627784	0.49740836684980005	0	0	1.2750661375661376	1.088516778687461	HMGB3;HNRNPU;HMGB1
cytokine activity (GO:0005125)	1/173	0.4702472783401561	0.5446745149236984	0	0	1.595203488372093	1.2035756058997582	HMGB1
small GTPase binding (GO:0031267)	1/175	0.4741411245019245	0.5446745149236984	0	0	1.5767081736909323	1.1766189012479575	PKN1
transition metal ion binding (GO:0046914)	2/445	0.4854704091380485	0.5531179251654815	0	0	1.2389279242043685	0.8952950869520314	IMPA1;KNG1
protein heterodimerization activity (GO:0046982)	1/188	0.4987719236575012	0.5611774833208515	0	0	1.4661319073083778	1.0198506713118856	RAN
GTP binding (GO:0005525)	1/189	0.5006187620991769	0.5611774833208515	0	0	1.4582594562647755	1.0089849149873038	RAN
GTPase binding (GO:0051020)	1/201	0.5222641034285848	0.5807576830125863	0	0	1.3699305555555557	0.8898820572278457	PKN1
guanyl ribonucleotide binding (GO:0032561)	1/214	0.5446696016867694	0.5998050747735165	0	0	1.28547209181012	0.7810218677225697	RAN
GTPase activity (GO:0003924)	1/216	0.5480233416995438	0.5998050747735165	0	0	1.2733850129198967	0.7658613695854986	RAN
ubiquitin protein ligase binding (GO:0031625)	1/265	0.6229893170478065	0.6765274614816024	0	0	1.0344591750841752	0.4895328823535087	UBE2G1
ubiquitin-like protein ligase binding (GO:0044389)	1/282	0.6460171888997248	0.6960960407524166	0	0	0.9710359826018189	0.4242739433447316	UBE2G1
tubulin binding (GO:0015631)	1/307	0.6773831613696418	0.715483029308662	0	0	0.8905682643427741	0.346892544314651	PDCD5
receptor ligand activity (GO:0048018)	1/307	0.6773831613696418	0.715483029308662	0	0	0.8905682643427741	0.346892544314651	HMGB1
protein homodimerization activity (GO:0042803)	2/636	0.6794515098470748	0.715483029308662	0	0	0.8571999822277514	0.33128157091846866	SFPQ;IMPA1
zinc ion binding (GO:0008270)	1/336	0.7103453938937095	0.742391050761095	0	0	0.8122719734660033	0.27780022905490714	KNG1
protein serine/threonine kinase activity (GO:0004674)	1/344	0.7188383322306879	0.7456606580601912	0	0	0.793002915451895	0.26178516878778696	PKN1
sequence-specific DNA binding (GO:0043565)	2/707	0.7349349800692195	0.7567108313305297	0	0	0.7680351613225452	0.2365342818076578	HNRNPD;HNRNPU
ubiquitin-protein transferase activity (GO:0004842)	1/392	0.764874702747401	0.7817469388374171	0	0	0.6939471440750213	0.18600784493128533	UBE2G1
RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)	3/1149	0.7980198755794361	0.8038026283010262	0	0	0.7023560209424083	0.15846681219814573	RUVBL2;HNRNPU;RBMX
cis-regulatory region sequence-specific DNA binding (GO:0000987)	3/1149	0.7980198755794361	0.8038026283010262	0	0	0.7023560209424083	0.15846681219814573	RUVBL2;HNRNPU;RBMX
RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)	3/1359	0.8812334709852576	0.8812334709852576	0	0	0.5869469026548673	0.07420927071880513	RUVBL2;HNRNPU;RBMX
