Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ficolin-1-rich granule lumen (GO:1904813)	10/123	8.713448989708422E-7	1.560499500884145E-5	0	0	8.492121735376646	118.49251042100705	ACLY;CSTB;FTH1;IDH1;PSMC2;PDAP1;ALDOC;MIF;SRP14;PPIA
extracellular membrane-bounded organelle (GO:0065010)	7/56	2.231758445762955E-6	3.663803448460851E-5	0	0	13.554945054945055	176.3867146802871	TUBB2A;CLTC;ATP1A3;ATP1B1;TUBB4B;SPTAN1;GNAI2
extracellular vesicle (GO:1903561)	7/59	3.1945546970152375E-6	4.840979040861552E-5	0	0	12.770987426035504	161.6048776069709	TUBB2A;CLTC;ATP1A3;ATP1B1;TUBB4B;SPTAN1;GNAI2
secretory granule lumen (GO:0034774)	14/316	8.820418471488402E-6	1.2411588849165823E-4	0	0	4.4934598530526175	52.29686847898865	CAP1;CSTB;PDXK;TUBB;IDH1;MIF;TUBB4B;SRP14;ERP44;ACLY;PSMC2;ALDOC;SPTAN1;PPIA
tertiary granule (GO:0070820)	10/164	1.1623403777232729E-5	1.5265403627432318E-4	0	0	6.218245169464682	70.65474809173467	SNAP25;CSTB;NFASC;RAP2B;FTH1;IDH1;SIRPA;ALDOC;SPTAN1;ATP6V0A1
cytoplasmic vesicle lumen (GO:0060205)	8/115	3.456921273381675E-5	4.256334317851187E-4	0	0	7.107499209896609	73.01212023619942	CSTB;PDXK;IDH1;PSMC2;ALDOC;MIF;SRP14;PPIA
cell-cell contact zone (GO:0044291)	5/47	1.4557141730227495E-4	0.0016869158357969507	0	0	11.1921768707483	98.8811338889687	RAP2B;AHNAK;ANK2;ATP1B1;YWHAH
cell cortex region (GO:0099738)	3/11	1.8966535013035415E-4	0.0020757818875377647	0	0	34.982900943396224	299.81218420581337	ACTR1A;ENO1;GNAI1
tertiary granule lumen (GO:1904724)	5/55	3.07936638087699E-4	0.00319281672122509	0	0	9.397619047619047	75.98554378859954	CSTB;FTH1;IDH1;ALDOC;SPTAN1
adherens junction (GO:0005912)	7/132	5.699280252782406E-4	0.00561379104899067	0	0	5.2930769230769235	39.53928713780186	CAMSAP3;TJP1;CTNNA2;TLN1;NDRG1;EIF4G2;ADD1
lysosomal membrane (GO:0005765)	11/330	9.277149439677862E-4	0.008702849712459708	0	0	3.290398918187965	22.976151647793014	NSF;AHNAK;GNAQ;CLTC;EEF1A2;ATP6V1B2;ATP6V1H;UBA52;GNAI1;CKAP4;ATP6V0A1
vacuolar proton-transporting V-type ATPase complex (GO:0016471)	3/19	0.0010453400773050513	0.009360545237686141	0	0	17.484375	120.00248691104971	ATP6V1B2;ATP6V1H;ATP6V0A1
dendrite (GO:0030425)	9/270	0.0026693178966987925	0.02286328807172444	0	0	3.268162035487111	19.366906995862575	GSK3B;TUBB3;MAP1B;MAP1A;MAP6;MAPT;NCDN;COMT;GPHN
proton-transporting V-type ATPase, V1 domain (GO:0033180)	2/8	0.00308628439020542	0.024123062301755555	0	0	30.953051643192488	178.9330101358756	ATP6V1B2;ATP6V1H
vacuolar proton-transporting V-type ATPase, V1 domain (GO:0000221)	2/8	0.00308628439020542	0.024123062301755555	0	0	30.953051643192488	178.9330101358756	ATP6V1B2;ATP6V1H
asymmetric synapse (GO:0032279)	6/133	0.003183754415460124	0.024123062301755555	0	0	4.443657461477603	25.549671287743763	NSF;DNM3;GAP43;GPHN;DNM1;ADD1
filopodium (GO:0030175)	4/58	0.0035004373910865107	0.02554022837200158	0	0	6.926803580832017	39.17015540504311	CDC42;GAP43;ACTC1;TUBB3
postsynaptic density (GO:0014069)	6/138	0.003817803472692365	0.026860974432871283	0	0	4.274249673771205	23.799364247024698	NSF;DNM3;GAP43;GPHN;DNM1;ADD1
intercalated disc (GO:0014704)	3/31	0.004410801137961331	0.029963028419944217	0	0	9.985006738544474	54.15567048455993	ANK2;ATP1B1;YWHAH
sodium:potassium-exchanging ATPase complex (GO:0005890)	2/10	0.004890312077824842	0.032113049311049795	0	0	23.212441314553992	123.50177446771539	ATP1A3;ATP1B1
heterotrimeric G-protein complex (GO:0005834)	3/33	0.005270230006129268	0.03349146165185373	0	0	9.318396226415095	48.88133657887508	GNAQ;GNAI1;GNAI2
lysosome (GO:0005764)	12/477	0.005655664997968852	0.034817687643745744	0	0	2.4560622914349275	12.71036202475795	NSF;AHNAK;GNAQ;CLTC;ATP6V1B2;PIP4K2A;MYO5A;ATP6V1H;UBA52;GNAI1;PLD3;ATP6V0A1
actin cytoskeleton (GO:0015629)	9/316	0.007374361955339734	0.04369581926217825	0	0	2.7719237215774326	13.609441113348467	ACTC1;AHNAK;ARPC3;TPM1;MYO5A;PLS3;MYH9;PDXP;AMPH
actin filament (GO:0005884)	4/72	0.007556374076568018	0.04369581926217825	0	0	5.496793978254809	26.85383844575495	ACTC1;TPM1;PLS3;MYO5A
specific granule (GO:0042581)	6/160	0.007763216620183953	0.04369581926217825	0	0	3.659541415522277	17.779364207210765	SNAP25;ERP44;PDXK;RAP2B;SPTAN1;CKAP4
lytic vacuole membrane (GO:0098852)	8/267	0.008459273141989156	0.04629102247144066	0	0	2.913621696230392	13.905236312266359	NSF;AHNAK;GNAQ;ATP6V1B2;ATP6V1H;UBA52;GNAI1;ATP6V0A1
cell-cell junction (GO:0005911)	8/271	0.009205445907739536	0.04901277956282942	0	0	2.8687202659760107	13.448445925686096	TJP1;RAP2B;AHNAK;CTNNA2;TLN1;NDRG1;EIF4G2;ADD1
axonal growth cone (GO:0044295)	2/14	0.00961367384520544	0.049839309144880835	0	0	15.471830985915492	71.85998401864828	KIF5C;L1CAM
intracellular organelle lumen (GO:0070013)	17/848	0.010328018920609774	0.05216973659897757	0	0	1.9583196586806695	8.955189771125273	CSTB;IDH1;PDAP1;MIF;SRP14;HSPE1;CKAP4;ERP44;ACLY;ALDH5A1;VGF;FTH1;PSMC2;ALDOC;ACO2;SPTAN1;PPIA
clathrin-coated vesicle (GO:0030136)	4/80	0.010872814962427278	0.053548613689954346	0	0	4.916188575704664	22.228495738851542	CLTC;CLVS2;VAMP2;SNAP91
cation-transporting ATPase complex (GO:0090533)	2/16	0.012499920116933438	0.0600605917813631	0	0	13.260228034875922	58.10675717236067	ATP1A3;ATP1B1
coated vesicle (GO:0030135)	4/84	0.01283395570466564	0.06019736366236026	0	0	4.669431279620853	20.33845892799414	CLTC;CLVS2;VAMP2;SNAP91
protein phosphatase type 2A complex (GO:0000159)	2/17	0.014067209024800026	0.06444744599733965	0	0	12.375586854460094	52.76837358358258	PPP2R5E;PPP2R2A
microbody lumen (GO:0031907)	3/49	0.015701573847323	0.06873800106494736	0	0	6.072292863002461	25.224270102363793	IDH1;ECH1;CRYM
peroxisomal matrix (GO:0005782)	3/49	0.015701573847323	0.06873800106494736	0	0	6.072292863002461	25.224270102363793	IDH1;ECH1;CRYM
azurophil granule lumen (GO:0035578)	4/90	0.01617622189001525	0.06927642852897835	0	0	4.342334398765568	17.908711541599665	CAP1;ACLY;TUBB;TUBB4B
U2-type precatalytic spliceosome (GO:0071005)	3/50	0.016574156104610556	0.06947039899166552	0	0	5.942794058611	24.364924698932942	EFTUD2;SNRPA1;LSM5
precatalytic spliceosome (GO:0071011)	3/52	0.018399476925465497	0.07397340723095312	0	0	5.699653446284174	22.772583711422836	EFTUD2;SNRPA1;LSM5
sarcolemma (GO:0042383)	3/52	0.018399476925465497	0.07397340723095312	0	0	5.699653446284174	22.772583711422836	AHNAK;ANK2;ATP1B1
cytoplasmic side of plasma membrane (GO:0009898)	3/55	0.02133856767586361	0.08407395664290263	0	0	5.370010885341074	20.6597161386064	DIABLO;MYH9;ACP1
endoplasmic reticulum tubular network (GO:0071782)	2/23	0.025090238576642023	0.09638247887780363	0	0	8.83702213279678	32.56686919901022	EMD;RTN4
intracellular membrane-bounded organelle (GO:0043231)	69/5192	0.02544106041444563	0.09638247887780363	0	0	1.3525866425654915	4.9658742347375116	GSK3B;CSE1L;HMGB2;ENO1;COMT;SRP14;NUDT3;EFTUD2;PPP1CC;TUBA1A;TUBB3;PPP2R5E;FTH1;SPTAN1;TMPO;HSDL1;PARP1;TUBB;DCXR;EDF1;RAD23A;PGD;YWHAZ;RHOB;PSMA3;TUBB2B;TUBB2A;DDX39B;VGF;SARNP;EEF1A2;ATP6V1B2;MYH9;ERH;SNRPA1;MAPT;SLC25A5;UBA52;PPIA;GAPDH;VAMP2;IGSF8;CSTB;BRSK1;PDXK;AHNAK;NEDD8;PHB;NDRG1;ADD1;DNAJB2;PSMB2;MAP6;TP53BP1;NCDN;ATP6V0A1;TUBB4B;LSM5;TUBB4A;PSMC5;PSMC6;CDK6;ARPC3;PITHD1;HNRNPF;PSMC2;SERBP1;HDGF;PFKP
azurophil granule (GO:0042582)	5/155	0.026213490867130793	0.09743505095895785	0	0	3.1166666666666667	11.349282706026047	CAP1;ACLY;TUBB;TUBB4B;CKAP4
ficolin-1-rich granule membrane (GO:0101003)	3/61	0.02794213541693727	0.1007000365263528	0	0	4.813028627195836	17.219185067862394	NFASC;SIRPA;ATP6V0A1
endocytic vesicle membrane (GO:0030666)	5/158	0.02816275016656774	0.1007000365263528	0	0	3.0550887021475255	10.905918445796583	CAMK2B;CLTC;UBA52;VAMP2;ATP6V0A1
secretory granule membrane (GO:0030667)	7/274	0.02906546461839784	0.1007000365263528	0	0	2.4601339671564393	8.704457300664876	SNAP25;NFASC;RAP2B;SIRPA;VAMP2;CKAP4;ATP6V0A1
specific granule lumen (GO:0035580)	3/62	0.02913655879188888	0.1007000365263528	0	0	4.731212024304445	16.728437690242014	ERP44;PDXK;SPTAN1
vacuolar lumen (GO:0005775)	5/161	0.0302017433547908	0.102581783463686	0	0	2.995879120879121	10.485144405874047	CAP1;ACLY;TUBB;TUBB4B;PLD3
nucleus (GO:0005634)	60/4484	0.0339654761747215	0.11341014926135824	0	0	1.344076299364172	4.54621802549241	GSK3B;CSE1L;HMGB2;ENO1;SRP14;NUDT3;EFTUD2;PPP1CC;TUBA1A;TUBB3;PPP2R5E;FTH1;TMPO;PARP1;TUBB;DCXR;EDF1;RAD23A;PGD;YWHAZ;RHOB;PSMA3;TUBB2B;TUBB2A;DDX39B;SARNP;EEF1A2;MYH9;ERH;SNRPA1;MAPT;SLC25A5;UBA52;PPIA;GAPDH;CSTB;BRSK1;PDXK;AHNAK;NEDD8;PHB;NDRG1;ADD1;DNAJB2;PSMB2;TP53BP1;NCDN;TUBB4B;LSM5;TUBB4A;PSMC5;PSMC6;CDK6;ARPC3;PITHD1;HNRNPF;PSMC2;SERBP1;HDGF;PFKP
mitotic spindle (GO:0072686)	4/120	0.04069074524396774	0.13267904572532596	0	0	3.214414119954241	10.291765201212478	CDC42;ATAT1;CLTC;CLASP2
U2-type catalytic step 2 spliceosome (GO:0071007)	2/30	0.04108335933626845	0.13267904572532596	0	0	6.62541918175721	21.149345898835282	EFTUD2;SNRPA1
tertiary granule membrane (GO:0070821)	3/73	0.04401861780100741	0.13813025936142007	0	0	3.9855121293800537	12.447322724915507	SNAP25;RAP2B;SIRPA
intracellular non-membrane-bounded organelle (GO:0043232)	19/1158	0.04417363624248459	0.13813025936142007	0	0	1.5869362670441312	4.950649436943921	CSTB;SNAP25;PARP1;TUBB;CLTC;TPM1;HMGB2;EDF1;TUBB4B;CKAP4;ADD1;RHOB;PPP1CC;EPB41L1;ALDOC;ARHGEF2;RPS10;EMD;GAPDH
spliceosomal tri-snRNP complex (GO:0097526)	2/32	0.04619808066200124	0.14001572139098836	0	0	6.183098591549296	19.011896821928296	EFTUD2;LSM5
U4/U6 x U5 tri-snRNP complex (GO:0046540)	2/32	0.04619808066200124	0.14001572139098836	0	0	6.183098591549296	19.011896821928296	EFTUD2;LSM5
peroxisome (GO:0005777)	4/128	0.04952269500682495	0.14197935275854506	0	0	3.0058095092493504	9.033432147388307	IDH1;ECH1;MYO5A;CRYM
bleb (GO:0032059)	1/5	0.05261163833184665	0.14197935275854506	0	0	23.108644859813083	68.05075155136298	TPM1
clathrin-sculpted monoamine transport vesicle (GO:0070081)	1/5	0.05261163833184665	0.14197935275854506	0	0	23.108644859813083	68.05075155136298	VAMP2
clathrin-sculpted monoamine transport vesicle membrane (GO:0070083)	1/5	0.05261163833184665	0.14197935275854506	0	0	23.108644859813083	68.05075155136298	VAMP2
cytoplasmic side of lysosomal membrane (GO:0098574)	1/5	0.05261163833184665	0.14197935275854506	0	0	23.108644859813083	68.05075155136298	EEF1A2
elastic fiber (GO:0071953)	1/5	0.05261163833184665	0.14197935275854506	0	0	23.108644859813083	68.05075155136298	FBLN1
endoplasmic reticulum tubular network membrane (GO:0098826)	1/5	0.05261163833184665	0.14197935275854506	0	0	23.108644859813083	68.05075155136298	RTN4
neurofibrillary tangle (GO:0097418)	1/5	0.05261163833184665	0.14197935275854506	0	0	23.108644859813083	68.05075155136298	MAPT
spindle (GO:0005819)	5/192	0.05671401118953757	0.14727763951701428	0	0	2.4952890247007895	7.160815723689736	CDC42;ATAT1;CLTC;EMD;CLASP2
actin-based cell projection (GO:0098858)	3/83	0.060230058499035254	0.14727763951701428	0	0	3.485554245283019	9.792956534757302	CDC42;ACTC1;TUBB3
endosome membrane (GO:0010008)	7/325	0.06219921861127367	0.14727763951701428	0	0	2.0601868650217705	5.721989455492549	RAP2B;CLTC;UBA52;NDRG1;PLD3;ATP6V0A1;RHOB
cortical endoplasmic reticulum (GO:0032541)	1/6	0.06279858740827005	0.14727763951701428	0	0	18.485981308411215	51.16591868351389	EMD
cortical granule (GO:0060473)	1/6	0.06279858740827005	0.14727763951701428	0	0	18.485981308411215	51.16591868351389	MYH9
myosin filament (GO:0032982)	1/6	0.06279858740827005	0.14727763951701428	0	0	18.485981308411215	51.16591868351389	MYH9
nuclear envelope lumen (GO:0005641)	1/6	0.06279858740827005	0.14727763951701428	0	0	18.485981308411215	51.16591868351389	TUBB
signal recognition particle, endoplasmic reticulum targeting (GO:0005786)	1/6	0.06279858740827005	0.14727763951701428	0	0	18.485981308411215	51.16591868351389	SRP14
zonula adherens (GO:0005915)	1/6	0.06279858740827005	0.14727763951701428	0	0	18.485981308411215	51.16591868351389	CAMSAP3
zymogen granule (GO:0042588)	1/6	0.06279858740827005	0.14727763951701428	0	0	18.485981308411215	51.16591868351389	VAMP2
zymogen granule membrane (GO:0042589)	1/6	0.06279858740827005	0.14727763951701428	0	0	18.485981308411215	51.16591868351389	VAMP2
cytosolic small ribosomal subunit (GO:0022627)	2/40	0.06874018071329573	0.15605077826291022	0	0	4.879416851989128	13.064254994736276	RPS10;UBA52
U2-type spliceosomal complex (GO:0005684)	3/89	0.07111360239964494	0.15605077826291022	0	0	3.2413887670030714	8.568535508880402	EFTUD2;SNRPA1;LSM5
recycling endosome (GO:0055037)	4/145	0.07149636697566177	0.15605077826291022	0	0	2.641121306846829	6.967564944433221	TUBA1A;RAP2B;MYO5A;NDRG1
exocytic vesicle membrane (GO:0099501)	2/41	0.07176939161880487	0.15605077826291022	0	0	4.75406283856988	12.523614397615647	SYN3;VAMP2
synaptic vesicle membrane (GO:0030672)	2/41	0.07176939161880487	0.15605077826291022	0	0	4.75406283856988	12.523614397615647	SYN3;VAMP2
kinetochore microtubule (GO:0005828)	1/7	0.07287650558470934	0.15605077826291022	0	0	15.404205607476635	40.34344464999949	CLASP2
PTW/PP1 phosphatase complex (GO:0072357)	1/7	0.07287650558470934	0.15605077826291022	0	0	15.404205607476635	40.34344464999949	PPP1CC
U6 snRNP (GO:0005688)	1/7	0.07287650558470934	0.15605077826291022	0	0	15.404205607476635	40.34344464999949	LSM5
specific granule membrane (GO:0035579)	3/91	0.07492481556406412	0.1587117060873186	0	0	3.16739922813036	8.207587001371898	SNAP25;RAP2B;CKAP4
basolateral plasma membrane (GO:0016323)	4/151	0.08026447402805015	0.16653848082192518	0	0	2.5325466679562822	6.38816706092932	TJP1;NDRG4;ANK2;SLC3A2
clathrin-sculpted gamma-aminobutyric acid transport vesicle (GO:0061200)	1/8	0.08284655391141456	0.16653848082192518	0	0	13.202937249666222	32.88541571880503	VAMP2
clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane (GO:0061202)	1/8	0.08284655391141456	0.16653848082192518	0	0	13.202937249666222	32.88541571880503	VAMP2
neuron to neuron synapse (GO:0098984)	1/8	0.08284655391141456	0.16653848082192518	0	0	13.202937249666222	32.88541571880503	ATP1A3
protein serine/threonine phosphatase complex (GO:0008287)	1/8	0.08284655391141456	0.16653848082192518	0	0	13.202937249666222	32.88541571880503	PPP1CC
small ribosomal subunit (GO:0015935)	2/45	0.08429973512436814	0.16774795777273255	0	0	4.310950977180915	10.662605081192492	RPS10;UBA52
apical junction complex (GO:0043296)	3/98	0.0889516152054462	0.17523468195472902	0	0	2.932969215491559	7.096796229914039	CAMSAP3;TJP1;RAP2B
insulin-responsive compartment (GO:0032593)	1/9	0.09270988128944573	0.18083016449525552	0	0	11.55198598130841	27.473859735815534	MYO5A
membrane raft (GO:0045121)	4/163	0.09930759918644426	0.19179997097774037	0	0	2.339980327282482	5.404262214132182	RAP2B;AHNAK;PRKAR1A;MAPT
apical dendrite (GO:0097440)	1/10	0.10246762456232947	0.194097327295951	0	0	10.26791277258567	23.39244500807539	MAP1B
autolysosome (GO:0044754)	1/10	0.10246762456232947	0.194097327295951	0	0	10.26791277258567	23.39244500807539	FTH1
spliceosomal snRNP complex (GO:0097525)	2/51	0.10420407633658846	0.19550669560293263	0	0	3.781929673277762	8.552471004762973	SNRPA1;LSM5
CD40 receptor complex (GO:0035631)	1/11	0.11212090854714335	0.20451684244247445	0	0	9.240654205607477	20.220191150159177	DIABLO
integral component of postsynaptic density membrane (GO:0099061)	1/11	0.11212090854714335	0.20451684244247445	0	0	9.240654205607477	20.220191150159177	PTPRS
intrinsic component of postsynaptic density membrane (GO:0099146)	1/11	0.11212090854714335	0.20451684244247445	0	0	9.240654205607477	20.220191150159177	PTPRS
trans-Golgi network (GO:0005802)	5/239	0.11597857053155337	0.2096126458230827	0	0	1.9893162393162394	4.285683125339107	CLTC;MYO18A;CLVS2;VAMP2;CLASP2
cytosolic large ribosomal subunit (GO:0022625)	2/55	0.11810829981587277	0.21152122785206307	0	0	3.4957923642483832	7.467548326427223	RPLP1;RPLP2
filopodium membrane (GO:0031527)	1/12	0.1216708462021688	0.21593834866511039	0	0	8.40016992353441	17.694419176440732	GAP43
recycling endosome membrane (GO:0055038)	2/58	0.12882244905872908	0.22461175764342659	0	0	3.3080147551978536	6.7791814152820855	RAP2B;NDRG1
integral component of synaptic vesicle membrane (GO:0030285)	1/13	0.13111853872585816	0.22461175764342659	0	0	7.699766355140187	15.643257181170846	PTPRS
lamellar body (GO:0042599)	1/13	0.13111853872585816	0.22461175764342659	0	0	7.699766355140187	15.643257181170846	CKAP4
mitotic spindle microtubule (GO:1990498)	1/13	0.13111853872585816	0.22461175764342659	0	0	7.699766355140187	15.643257181170846	CLTC
large ribosomal subunit (GO:0015934)	2/59	0.1324431136146773	0.22492494294906407	0	0	3.2498146775389176	6.569832036834816	RPLP1;RPLP2
spindle microtubule (GO:0005876)	2/61	0.13975278766182167	0.2345052533696409	0	0	3.139333174186361	6.177831656388722	CLTC;CLASP2
glial cell projection (GO:0097386)	1/14	0.1404650756224245	0.2345052533696409	0	0	7.107117181883537	13.949823970578867	MAPT
clathrin coat (GO:0030118)	1/15	0.14971153489859687	0.24362567956621198	0	0	6.59913217623498	12.532048548494316	CLTC
integral component of postsynaptic specialization membrane (GO:0099060)	1/15	0.14971153489859687	0.24362567956621198	0	0	6.59913217623498	12.532048548494316	PTPRS
proton-transporting V-type ATPase complex (GO:0033176)	1/15	0.14971153489859687	0.24362567956621198	0	0	6.59913217623498	12.532048548494316	ATP6V0A1
organelle envelope lumen (GO:0031970)	2/64	0.15087478633034448	0.24362567956621198	0	0	2.9869756171437225	5.649281966682518	DIABLO;TUBB
mitochondrial envelope (GO:0005740)	3/127	0.15685462288558522	0.25036175739087696	0	0	2.243723371880706	4.156353659771123	DNM3;DIABLO;DNM1
nuclear outer membrane (GO:0005640)	1/16	0.1588589831160387	0.25036175739087696	0	0	6.158878504672897	11.330725094627836	EMD
secondary lysosome (GO:0005767)	1/16	0.1588589831160387	0.25036175739087696	0	0	6.158878504672897	11.330725094627836	FTH1
endolysosome membrane (GO:0036020)	1/17	0.16790847553768617	0.2572743248577377	0	0	5.773656542056075	10.302144585073925	CLTC
intrinsic component of synaptic vesicle membrane (GO:0098563)	1/17	0.16790847553768617	0.2572743248577377	0	0	5.773656542056075	10.302144585073925	PTPRS
autophagosome (GO:0005776)	2/69	0.16977493518530917	0.2572743248577377	0	0	2.763366267255273	4.900226637996051	FTH1;PIP4K2A
clathrin-coated endocytic vesicle membrane (GO:0030669)	2/69	0.16977493518530917	0.2572743248577377	0	0	2.763366267255273	4.900226637996051	CLTC;VAMP2
glutamatergic synapse (GO:0098978)	2/69	0.16977493518530917	0.2572743248577377	0	0	2.763366267255273	4.900226637996051	GSK3B;YWHAZ
supramolecular fiber (GO:0099512)	1/19	0.18571775822142422	0.2792854837375616	0	0	5.131619937694704	8.639221676650196	FBLN1
U2 snRNP (GO:0005686)	1/20	0.19447960353773455	0.2902460749767705	0	0	4.861288735858338	7.960010231667535	SNRPA1
organelle outer membrane (GO:0031968)	3/142	0.1967404523707949	0.29141254975223	0	0	2.000067870232116	3.251850187302961	KRAS;UBA52;EMD
lipid droplet (GO:0005811)	2/77	0.20074429242994132	0.29512407170670474	0	0	2.4676056338028167	3.962292004017821	GAPDH;CKAP4
bicellular tight junction (GO:0005923)	2/78	0.20466349157396446	0.298657095111637	0	0	2.4350135903138126	3.862876712325204	TJP1;RAP2B
gap junction (GO:0005921)	1/24	0.22859848219145995	0.3287146057789606	0	0	4.015034538805364	5.92534046337219	TJP1
pigment granule (GO:0048770)	1/24	0.22859848219145995	0.3287146057789606	0	0	4.015034538805364	5.92534046337219	MYO5A
clathrin-coated endocytic vesicle (GO:0045334)	2/85	0.2323000647362281	0.32923102700026574	0	0	2.2288590983652923	3.253522150933412	CLTC;VAMP2
tight junction (GO:0070160)	2/85	0.2323000647362281	0.32923102700026574	0	0	2.2288590983652923	3.253522150933412	TJP1;RAP2B
endolysosome (GO:0036019)	1/25	0.2369009994904709	0.3333535492830198	0	0	3.8475467289719627	5.540901865454593	CLTC
synaptic membrane (GO:0097060)	1/26	0.2451145687595446	0.341679411233817	0	0	3.6934579439252335	5.193111011399348	GPHN
Golgi membrane (GO:0000139)	7/472	0.24628668220914732	0.341679411233817	0	0	1.3982630272952854	1.9593287167167677	CDC42;CLTC;CLVS2;NCAM1;KRAS;YKT6;PLD3
clathrin-coated vesicle membrane (GO:0030665)	2/90	0.252181349770881	0.34741067066338155	0	0	2.1016858728126335	2.895296767380521	CLTC;VAMP2
melanosome (GO:0042470)	1/28	0.2612786470562261	0.3549785756557003	0	0	3.4195223260643823	4.589572852866724	MYO5A
nuclear inner membrane (GO:0005637)	1/28	0.2612786470562261	0.3549785756557003	0	0	3.4195223260643823	4.589572852866724	EMD
rough endoplasmic reticulum (GO:0005791)	1/29	0.26923102309329516	0.36327747636561064	0	0	3.297229639519359	4.326576745257571	CKAP4
cyclin-dependent protein kinase holoenzyme complex (GO:0000307)	1/30	0.2770981851649664	0.37134926855441075	0	0	3.1833709313567513	4.085485334604306	CDK6
catenin complex (GO:0016342)	1/31	0.2848810421449348	0.3766548006882695	0	0	3.0771028037383177	3.8638674702576408	CTNNA2
Golgi stack (GO:0005795)	1/31	0.2848810421449348	0.3766548006882695	0	0	3.0771028037383177	3.8638674702576408	NSF
trans-Golgi network membrane (GO:0032588)	2/99	0.28803376331452835	0.37828434248641385	0	0	1.9058128841779198	2.372122553339213	CLTC;CLVS2
bounding membrane of organelle (GO:0098588)	10/767	0.3117588812268075	0.40673178544159655	0	0	1.2261494345458646	1.4291080729358054	CAMK2B;CDC42;NCAM1;KRAS;UBA52;YKT6;VAMP2;PLD3;ATP6V0A1;RHOB
