logFC	AveExpr	t	P.Value	adj.P.Val	B
IRGQ	-2.89599678	-1.99349087142857	-5.2671261695803	0.000815190773189677	0.0709215972675019	-0.116057033867416
SUPT5H	-2.9179306	-2.44695135714286	-5.18287746044041	0.000901630686701014	0.0750313536672061	-0.213412279455161
GNB2	1.6569771	1.96928042857143	5.08047240076182	0.00102049497274895	0.0762345937143141	-0.333318097062366
EXOSC2	-2.2109217	-3.01554871428571	-5.07940525746868	0.00102182070401061	0.0762345937143141	-0.334576713338582
CHCHD2	-2.638106892	-1.52409093428571	-5.06841877443166	0.00103557964293217	0.0762345937143141	-0.347545391237563
KRAS	1.631082916	0.121289274285714	4.96749733634073	0.00117190116193898	0.0813883737579702	-0.467609570996877
STXBP1	2.53944708	-0.316816271428571	4.93334009150807	0.00122239441592514	0.0813883737579702	-0.508628238047769
NDUFS1	-2.597808102	-1.31306278428571	-4.92625895845651	0.00123315717815106	0.0813883737579702	-0.51715606048692
CA2	-3.66263758	-1.8022953	-4.7625490155912	0.00151324816647851	0.0950273177338907	-0.716638014354442
SSR1	-2.3211194	-3.39348657142857	-4.72174371203891	0.00159341727790572	0.0950273177338907	-0.767054515742798
RBM4	-2.17729742	0.621076142857143	-4.71404801787664	0.00160904996272536	0.0950273177338907	-0.776593929414266
INA	2.2161072	3.76028328571429	4.69981635813483	0.00163840202989467	0.0950273177338907	-0.794261174685259
EIF3L	-2.12093567	-0.46314895	-4.66636647392339	0.00170971556326264	0.0962469290613145	-0.835918830074833
ITPA	-1.41177135	-0.585068392857143	-4.5610492170091	0.0019572549179693	0.105672578157876	-0.968294291162204
DCUN1D1	-1.9258515	-3.09616028571429	-4.54915697452552	0.00198757200296945	0.105672578157876	-0.983357720629562
USP7	-1.693557168	0.104733191428571	-4.51236545190941	0.00208464651386036	0.10783820074402	-1.03010862708808
GTF2I	-2.29432248	0.223865671428571	-4.47548528401471	0.0021871520523925	0.110163395481033	-1.07719720767382
DDX23	-2.6494087	-2.81283671428571	-4.3954636410118	0.00242891168679216	0.116266608383077	-1.1801412776552
GLUL	2.063308074	-1.62138240742857	4.39518137929522	0.00242981417728479	0.116266608383077	-1.18050626077988
GNB1	1.5104523	3.897144	4.24217828993369	0.0029770263168817	0.136792245711272	-1.38026778330368
PLD3	-1.815707486	-0.456518081428571	-4.23601275616388	0.003001710720937	0.136792245711272	-1.38839735170644
ATP1A3	1.96117034	0.672647042857143	4.20913210823027	0.00311194898313455	0.13851791520278	-1.42391255393335
PHF5A	-1.65016612	-1.10683391428571	-4.15854266564307	0.00333148251365553	0.144919489344016	-1.49106736240341
SMARCC1	-1.3908021188	-0.329494165142857	-4.09964957813749	0.00360835350586881	0.151622271085076	-1.56975956946068
MCM4	-2.18054212	-1.72559291428571	-4.09242290410954	0.00364400442524216	0.151622271085076	-1.57945365447654
MBD1	-3.14572354	-2.28363611428571	-4.05638403051368	0.00382756076625133	0.155871304395852	-1.62792018659775
PRKAR1A	-2.50176252	-2.49665177142857	-4.02047467679875	0.00402041809465035	0.155893288727515	-1.67641503588758
ASF1A	-3.1222454	-3.17544771428571	-4.01049296660489	0.00407586933273488	0.155893288727515	-1.6899308260244
PRMT1	-1.90119651	0.571162557142857	-4.00851961436529	0.00408692915959906	0.155893288727515	-1.69260468635249
XRCC1	-2.4576619	-3.28556171428571	-3.99669257114383	0.00415389640809992	0.155893288727515	-1.70864278822771
EIF3M	-1.6660538	-2.06926157142857	-3.97668447220105	0.00426989377715019	0.156057570045916	-1.7358240729433
DCTD	-1.3959353	-3.10348285714286	-3.96593896856535	0.00433362721536564	0.156057570045916	-1.75044744688478
DNMT3A	-1.7869782	-3.227811	-3.95429038049735	0.00440387607552209	0.156057570045916	-1.76631983630322
UBQLN4	-1.83487852	-0.518322485714286	-3.92006062706345	0.00461749308224007	0.156057570045916	-1.81308131737344
PABPC4	-1.25383189	0.181740857142857	-3.91159421255996	0.00467203175793751	0.156057570045916	-1.82467481553043
SSU72	-1.9839443	-3.68224442857143	-3.90694544824828	0.00470227235898254	0.156057570045916	-1.83104522224339
SMARCA5	-1.277486415	1.04181688142857	-3.90286077607579	0.00472901727411867	0.156057570045916	-1.83664532380536
SSR4	-2.2660077	-1.27505807142857	-3.8875303505778	0.00483086362254951	0.156716491077284	-1.85768583224034
HSPBP1	-2.3891143	-3.26683628571429	-3.84822850702469	0.00510288867195899	0.162782148635492	-1.91178722284418
SRP72	-2.36170234	-2.30950875714286	-3.83216446018882	0.00521877254983234	0.163749682957034	-1.93396652192392
MAPT	1.803472908	-0.315876734285714	3.76512403118944	0.00573378925620999	0.174285186635644	-2.0269366402515
HDGFRP3	-2.8695118	-1.81437771428571	-3.75956041773915	0.00577891519443033	0.174285186635644	-2.03468145575222
FAU	-2.082326096	-0.182966817142857	-3.75359566752232	0.00582771783943638	0.174285186635644	-2.04298961575867
MCM7	-1.99484443	1.10057132857143	-3.73989125442443	0.00594152615346836	0.17483402660231	-2.06209748212947
ADD2	2.12286037	-1.22664166571429	3.72020644712695	0.00610918384927521	0.17483402660231	-2.08959056747019
GNAS	1.701848164	0.210162668571429	3.71894438990276	0.00612010437949571	0.17483402660231	-2.09135511396555
GNAI2	1.390736	2.69497814285714	3.69268415936581	0.00635213919837037	0.178794035671778	-2.12812180187787
WTAP	-1.7799669	-3.38882457142857	-3.67537810579353	0.00651018969141922	0.179237629793825	-2.15240460997409
SUPT16H	-1.309709	1.64014662857143	-3.6705327947197	0.00655519022234468	0.179237629793825	-2.15921071584431
ACTC1	1.1874174	3.96273371428571	3.60900236703779	0.00715649021319653	0.192922848845889	-2.24592127195152
HDGF	-1.537456455	1.62056492714286	-3.59226533673381	0.00733005524223239	0.19378923350601	-2.26959619888348
NSDHL	1.16241198	-0.146372671428571	3.58584741585145	0.00739779666503568	0.19378923350601	-2.27868440277867
CPSF6	-2.054486158	-0.657405887142857	-3.57200146151701	0.0075462265760973	0.19378923350601	-2.29830976658061
OGDH	-2.46113306	-2.98772231428571	-3.56764139269549	0.00759362200258659	0.19378923350601	-2.30449499157796
COPS4	-1.55117162	0.650579728571429	-3.54454996097733	0.00784998149071746	0.197695586489911	-2.33729409273972
GSTM3	-1.52112264	-1.14881332857143	-3.52020656730223	0.00813025537208833	0.199475470086423	-2.37194618040858
ATAT1	1.63303506	-0.733381514285714	3.51210735618761	0.00822585172129339	0.199475470086423	-2.38349196855182
RHOA	1.16440758	0.4395798	3.50022794799588	0.00836823722642149	0.199475470086423	-2.40044163362516
RTN1	1.428078525	-0.913476224285714	3.491494039983	0.0084745932316786	0.199475470086423	-2.4129146009857
DDX3X	-1.12926205	1.6418045	-3.48534369939281	0.00855035067423603	0.199475470086423	-2.42170368347429
RANBP2	-1.51391522	-2.11655698571429	-3.48034431444303	0.00861246188510621	0.199475470086423	-2.42885147744893
TCERG1	-2.36699704	-1.18657132857143	-3.47732621776911	0.00865019018661084	0.199475470086423	-2.43316805768386
TRMT112	-1.74323862	-0.762520557142857	-3.40632107114423	0.00959042643108149	0.218524716536785	-2.53504226865282
GPM6A	2.40505688	-0.836608271428571	3.38598239424229	0.0098793116770061	0.222458853526937	-2.5643336292832
FRG1	-1.1964139	-1.77529114285714	-3.34400879855951	0.0105050640689703	0.231483933281293	-2.62493327958
SMARCC2	-1.60681904	-0.897460114285714	-3.34152036562548	0.010543457137376	0.231483933281293	-2.62853220117071
KDSR	5.47657358	1.60386222857143	3.32918170885469	0.0107360324665083	0.231483933281293	-2.64638723424597
CHCHD3	-1.582844438	-1.18067583	-3.32741675225254	0.0107638819550863	0.231483933281293	-2.64894263939303
NUP93	-2.51387586	-1.66467438571429	-3.29646525979242	0.0112648959466756	0.239566787132635	-2.69381091991135
DDX5	-1.3424333	2.60202442857143	-3.2765707445976	0.0115999038346581	0.243980394939951	-2.72270456813721
PRPF4B	-1.67464209	-0.503204428571429	-3.25245667401299	0.0120201333257573	0.250071034624994	-2.75778154528231
RBM15B	-2.3067262	-2.68134242857143	-3.2319033682811	0.012390997582801	0.253966713381837	-2.78772546140992
SMC3	-1.45714848	-0.482237657142857	-3.22154340591242	0.0125824908420025	0.253966713381837	-2.80283467626659
RAB14	1.126636778	-0.0453748057142857	3.2077169512708	0.0128429331550527	0.253966713381837	-2.82301579173834
RAP1B	1.306858432	1.21051169142857	3.19068029150588	0.0131716799313473	0.253966713381837	-2.84790769178422
NUCKS1	-2.6186449	-2.95106185714286	-3.18934310847434	0.0131978552677241	0.253966713381837	-2.84986258082736
GAP43	1.835605172	0.346352448571429	3.18853029079267	0.0132137929267501	0.253966713381837	-2.85105095794613
TUBB2B	1.2297041	7.20255242857143	3.182507665271	0.0133325173394836	0.253966713381837	-2.85985823467097
HNRNPUL1	-1.349378684	0.0431115671428571	-3.182300216121	0.0133366267550305	0.253966713381837	-2.86016166110237
MSH2	-1.11750649	0.440418471428571	-3.17282152212795	0.0135258224037737	0.253966713381837	-2.87402995114967
MAP1LC3B	0.9611032	1.47881571428571	3.16026340072516	0.0137808447099735	0.253966713381837	-2.89241639086082
PPM1G	-1.57857362	-1.57326491428571	-3.15261597906056	0.0139386176000096	0.253966713381837	-2.90361999394424
TUBA1A	1.2182338	9.764868	3.14628476911308	0.0140706730882978	0.253966713381837	-2.91289925688852
DDX42	-1.4678566	-1.6299325	-3.126089416201	0.0145007650167338	0.253966713381837	-2.94252173406253
LRRC40	-1.59873056	-2.1353776	-3.12258671737662	0.0145767555641835	0.253966713381837	-2.94766305047666
DPYSL3	1.5069674	4.70670471428571	3.12258079413394	0.0145768844217982	0.253966713381837	-2.94767174558788
TUBB4B	1.1468442	8.85054757142857	3.12095878689498	0.0146122155613302	0.253966713381837	-2.95005290678683
PPP3CB	1.08723035	-1.32657115714286	3.11977434339526	0.0146380723479714	0.253966713381837	-2.95179185023978
PSMC1	-1.38914085	-0.0198803857142857	-3.11210130012075	0.0148067455660763	0.253966713381837	-2.96305990361009
DCLK1	1.068907726	0.678248481428571	3.11115083352831	0.0148277808875301	0.253966713381837	-2.96445602997523
DTYMK	-1.57094864	-1.36754182857143	-3.10726889496403	0.0149140206005672	0.253966713381837	-2.97015893126507
PTK7	1.6639115	-4.36721371428571	3.08681313985932	0.0153772358877381	0.253966713381837	-3.000230571556
IARS	-1.89561993	-0.0250546142857143	-3.08204477646435	0.0154873681445793	0.253966713381837	-3.00724529819341
ABAT	-1.347628998	0.497348541428571	-3.0815240466811	0.0154994451548288	0.253966713381837	-3.00801145154326
COL3A1	1.7105431	-3.239695	3.07977054536024	0.0155401858546133	0.253966713381837	-3.01059154760512
SH3GLB2	0.989927800000001	-2.35099928571429	3.07597106448071	0.0156288483989374	0.253966713381837	-3.01618292079785
VAT1	1.2055476	2.34838257142857	3.073351829122	0.015690278108697	0.253966713381837	-3.0200380846415
XRN2	-2.4642216	-3.28227671428571	-3.06891979554991	0.0157948010987097	0.253966713381837	-3.02656265916509
ACP2	-1.4106231	-2.12528757142857	-3.06353912391799	0.0159226779549741	0.253966713381837	-3.03448579752381
UBA2	-1.81442135	1.2135864	-3.04673026579728	0.016329190463457	0.256952925526328	-3.05925128789381
GLB1	-1.6015979	-3.300432	-3.04472531413008	0.016378399641699	0.256952925526328	-3.06220670946544
EIF3J	2.27157415	-1.49736381428571	3.03618903047989	0.0165896568456549	0.25815124554946	-3.07479300935857
PALM	1.9198816	-2.833452	3.01865186723269	0.0170326661728261	0.261164581637655	-3.10066704898833
TUBB	1.0007365	6.61034271428571	3.01773351711913	0.0170562030850088	0.261164581637655	-3.10202256434118
MSH6	-2.07035022	-1.23892891428571	-3.00686844604319	0.0173372658509751	0.262427471068394	-3.11806418242069
TUBB4A	1.25032894	0.7831124	3.00281413817553	0.0174433813623982	0.262427471068394	-3.12405218108339
SAFB	-1.3957596	1.25509974285714	-2.98612730397778	0.0178873313754375	0.262427471068394	-3.14870924783502
SMC1A	-1.49488444	0.1620266	-2.98407064342181	0.017942859793728	0.262427471068394	-3.15174950024647
LSM3	-1.7028426	-1.24520735714286	-2.982776097258	0.0179779039350967	0.262427471068394	-3.15366329840508
SNRPD2	-1.0025711	2.05764671428571	-2.97694489155767	0.0181366464139336	0.262427471068394	-3.16228520965496
HDAC2	-1.320561658	-0.132964672857143	-2.97020808871544	0.0183218652293949	0.262427471068394	-3.17224878177112
ACTG1	0.999507199999997	9.41036628571429	2.96784598944665	0.0183872743189063	0.262427471068394	-3.17574293770365
CD59	1.4626528	-2.049503	2.9611062820737	0.0185752469362734	0.262427471068394	-3.18571458555072
SYNE2	-1.1232301	-1.80176828571429	-2.95937360518165	0.01862389505425	0.262427471068394	-3.18827859026984
PKM	1.53268169	0.556210864285714	2.95855645908111	0.0186468840466571	0.262427471068394	-3.18948786069008
WDR82	-1.26118628	-1.08572615714286	-2.95238805916063	0.0188213791101651	0.262460283280288	-3.19861757789358
NPC2	-2.12419824	-2.44418254285714	-2.94877332202029	0.0189244252682039	0.262460283280288	-3.2039687166095
SNX1	-1.60359564	-1.91706654285714	-2.94092949450923	0.0191500591132128	0.262460283280288	-3.21558306978749
AIMP1	-2.16165516	-2.1196916	-2.93528596649925	0.0193141327634233	0.262460283280288	-3.22394161141717
ALDH18A1	-1.19529942	-0.6052262	-2.93457697722342	0.0193348484548174	0.262460283280288	-3.22499181107827
DYNC1LI2	1.046179735	-0.576100244285714	2.89818261279899	0.0204299344740111	0.275372497065192	-3.2789377546016
ATP2A2	-1.108624584	-0.837424297142857	-2.89125443309505	0.0206456104054208	0.27633355465717	-3.28921481014661
CHAMP1	-2.88507608	-1.95805637142857	-2.88415329190617	0.0208691286215588	0.27719866393998	-3.29975083376761
SLC3A2	1.18102429	-0.823048328571429	2.88003530547188	0.0209998987833318	0.27719866393998	-3.30586181405147
NFYC	-0.9204936	-1.89110957142857	-2.86259497663967	0.0215632403434714	0.281305557734342	-3.33175132250276
SYNE1	-3.116979566	-0.877829874285714	-2.85397174081116	0.0218475559367045	0.281305557734342	-3.34455708240565
MRE11A	-1.0271464	-2.494602	-2.85245050301043	0.0218981148580816	0.281305557734342	-3.34681648821677
POLE3	-1.9326866	-4.23891157142857	-2.84360741643708	0.0221944321086681	0.281305557734342	-3.35995247146265
COX7C	-1.6993331	-2.80050714285714	-2.84357301830934	0.0221955928200437	0.281305557734342	-3.36000357434551
PRKACA	1.49528547	-0.2158795	2.8400984808813	0.0223131606655786	0.281305557734342	-3.36516568960412
PPP1R10	-2.0333016	-2.16679571428571	-2.83816118935946	0.0223789930208701	0.281305557734342	-3.36804412453799
CSTF1	-1.1675022	-2.46805185714286	-2.82721937192127	0.0227546137375315	0.281305557734342	-3.38430418215369
CNP	1.1082863	-2.52280857142857	2.82684122354309	0.0227677113917795	0.281305557734342	-3.38486620763377
RNF2	-1.3674612	-1.6727765	-2.8227544170949	0.0229097626799452	0.281305557734342	-3.39094057848748
ARCN1	-0.88189645	0.234188885714286	-2.82223949293584	0.0229277257087551	0.281305557734342	-3.39170597146427
LGALS3BP	-1.1590181	-3.39444942857143	-2.81367723094131	0.0232285665252576	0.283181377893905	-3.40443443159804
BCAS2	-1.60257672	-1.45457784285714	-2.80224264530701	0.0236367164157163	0.286333387466335	-3.42143664746333
RPS21	-0.9051454	1.65197882857143	-2.7929917138582	0.0239723512685069	0.288572832251083	-3.43519498085609
WBP11	-1.4796378	-2.37712085714286	-2.7791741987032	0.0244828759670317	0.29112484314105	-3.45574957019237
NAA50	-1.1699785	-2.45906557142857	-2.77902209820757	0.024488557860872	0.29112484314105	-3.45597586049008
BCLAF1	-0.8967601	1.80659842857143	-2.76105589322681	0.0251693872654301	0.297371649543415	-3.48270956361635
SNCA	1.4703845	-1.56916334285714	2.74388880024964	0.0258382067380871	0.300621105332979	-3.50826115019708
SNRPC	-0.9461788225	0.726868473571429	-2.74388034353025	0.025838540688702	0.300621105332979	-3.50827373871945
DPYSL2	1.0917759	6.14034257142857	2.7419316431668	0.0259156125287051	0.300621105332979	-3.51117457629025
RSF1	-2.23860122	-3.45639612857143	-2.73185444241304	0.0263179706002594	0.303449371860822	-3.5261766266407
TRA2B	-0.911921100000001	2.97818971428571	-2.72111494497205	0.0267538684401201	0.303704265736323	-3.54216652716954
EIF3G	-0.82218112	0.144914228571429	-2.71997283213339	0.026800660532036	0.303704265736323	-3.54386710789535
PDLIM5	1.5966941	-3.56501028571429	2.71689072283375	0.0269273551005788	0.303704265736323	-3.54845639268148
TUBB2A	1.0598245	2.286974	2.7157409020575	0.0269747780434561	0.303704265736323	-3.55016851833124
CUL3	-1.07798332	-1.53768491428571	-2.70682519704547	0.027345427370003	0.304564948206153	-3.5634449085468
CTNNA1	-2.14538542	-2.15247134285714	-2.7027128163195	0.0275181533215648	0.304564948206153	-3.56956897711946
DAD1	-1.5716354	-3.46435228571429	-2.70246500134022	0.0275285977218727	0.304564948206153	-3.56993802368322
EIF3K	-1.11182828	-1.81413894285714	-2.6876202451038	0.0281617446023984	0.309779190626383	-3.59204591817635
GATAD2A	-1.0672053	-3.762736	-2.67171321120808	0.0288568418039944	0.313142627266816	-3.61573756990525
BUD31	-1.0912279	-1.5501095	-2.67168111866779	0.0288582618508444	0.313142627266816	-3.61578536918443
DCPS	-1.749303	-2.52622385714286	-2.66803065191744	0.0290202590229081	0.313142627266816	-3.62122247044406
SCARB2	-1.19068644	-1.72690018571429	-2.66575010122567	0.0291219371230372	0.313142627266816	-3.62461920191479
SF3B5	-1.009749576	-0.280955602857143	-2.64166564441183	0.0302183351270096	0.317397257101624	-3.66049160057995
FARSB	-0.836111376	0.0617724114285714	-2.63740142187486	0.0304168259499765	0.317397257101624	-3.66684280141487
KPNA2	-1.91794112	-1.70179355714286	-2.63378925487008	0.0305860106356194	0.317397257101624	-3.6722227587548
ZNF207	-2.74498736	-1.31088024285714	-2.63286609595635	0.0306294036324702	0.317397257101624	-3.67359770004817
POGZ	-2.0822317	-1.98407314285714	-2.63086127107644	0.0307238577089458	0.317397257101624	-3.67658364478133
SF3B4	-2.3590773	-3.46909928571429	-2.63079951192411	0.0307267721270981	0.317397257101624	-3.67667562721734
UBE2D2	-1.048235036	-0.473624688571429	-2.626986094457	0.0309072775252773	0.317397257101624	-3.68235518344487
EHD1	1.14425546	-1.23609972857143	2.62407864961415	0.0310456291706555	0.317397257101624	-3.68668535285896
OCIAD1	-1.0239431	-2.96756157142857	-2.62405809406129	0.0310466095686183	0.317397257101624	-3.68671596681399
TUBB3	1.2492438	6.422694	2.62055483331947	0.0312141619510189	0.317397257101624	-3.69193342184777
GPS1	-2.1074915	-2.19840142857143	-2.61539248984276	0.0314627539645211	0.317397257101624	-3.69962158110748
NEFM	1.49845946	0.977317814285714	2.61446638010949	0.0315075647070578	0.317397257101624	-3.70100078878556
BTF3	-3.02034321	-1.14426494285714	-2.60006974869267	0.0322126230340315	0.321124525320276	-3.72243974450207
SND1	-1.0348765	1.916726	-2.60005974497458	0.0322131185274258	0.321124525320276	-3.7224546408071
CRMP1	1.1571861	5.070586	2.58660659321648	0.0328865704715658	0.321687716763643	-3.74248610652312
TAGLN2	-2.38709484	-1.61919725714286	-2.58263628378818	0.0330880584405433	0.321687716763643	-3.74839726497066
UQCRFS1	-2.07325454	-2.2123599	-2.58066715375039	0.0331884567445791	0.321687716763643	-3.75132888354362
LLGL1	2.11564957	-1.25012451428571	2.57671157899538	0.0333910778183496	0.321687716763643	-3.75721768361894
SON	-1.56612808	-0.904294585714286	-2.57467242003166	0.033496025253769	0.321687716763643	-3.76025333344845
HADHA	-1.3945580705	0.653876877	-2.56847666129854	0.033816967819662	0.321687716763643	-3.76947630827853
DDX39A	-2.06473616	-1.56651845714286	-2.56817733156444	0.0338325524862005	0.321687716763643	-3.7699218688211
RPS29	-1.01893554	-1.2056849	-2.56229935576572	0.0341400805792736	0.321687716763643	-3.77867100177397
CBX3	-1.07595068	1.0725552	-2.56114087299657	0.0342010266715889	0.321687716763643	-3.78039526588443
PDCD5	-0.944448741	0.188022648571429	-2.56071005267633	0.0342237198131553	0.321687716763643	-3.78103648290883
PAPSS1	-1.013673022	-1.01008734142857	-2.55972764637146	0.0342755248208715	0.321687716763643	-3.78249864395089
SPTBN1	1.0415938	2.77930242857143	2.55689847500588	0.0344251623161331	0.321687716763643	-3.78670930400078
MAT2A	-0.9165077	1.86634885714286	-2.55634458463504	0.0344545360170046	0.321687716763643	-3.78753363739379
PRPF6	-2.046091	-3.25523342857143	-2.5497541685711	0.0348060044874084	0.3233917115966	-3.79734131091657
NPM1	-0.850971700000002	4.43658042857143	-2.53627219146981	0.0355364331835706	0.328553814432408	-3.81740121036117
FUBP3	-1.298243	-2.04855357142857	-2.53320263645844	0.0357049077335115	0.328553814432408	-3.8219676889157
LARP1	0.95817067	-0.818992571428571	2.52630080794506	0.0360866963035201	0.330478166148026	-3.83223426234515
BOLA2	-0.89158798	-0.862029442857143	-2.51741304351814	0.0365844704256667	0.333441316165362	-3.84545267668174
SMARCE1	-1.14517242	-0.0175312	-2.50418959644776	0.0373380327427237	0.336958478480062	-3.8651142753698
ADRM1	-1.66691932	-2.45196934285714	-2.503782973146	0.0373614534236337	0.336958478480062	-3.8657187706834
EIF4A3	-1.139655475	1.12824757	-2.5014085471957	0.0374985140628282	0.336958478480062	-3.8692485189246
RAC1	1.037479097	-0.274629347857143	2.49532384072858	0.0378520830179516	0.337082232345349	-3.87829284820857
SSRP1	-0.851557500000001	2.20551785714286	-2.49070145386704	0.0381229421079966	0.337082232345349	-3.88516258257349
NASP	-1.0327748	2.64478528571429	-2.48847215674854	0.0382542755511835	0.337082232345349	-3.88847541953168
TLE1	-1.6728087	-3.13431214285714	-2.48660383384236	0.0383646969113235	0.337082232345349	-3.89125167049322
SNAPIN	-1.4594321	-3.003311	-2.48394637390012	0.0385223154744984	0.337082232345349	-3.89520028857561
MAP1B	0.896284199999998	5.690071	2.48200323049409	0.0386379826040942	0.337082232345349	-3.8980873365899
PNN	-1.1622339394	0.0312218995714286	-2.48020924080202	0.0387450841776264	0.337082232345349	-3.90075262993565
COPG2	-2.09380816	-2.61036274285714	-2.46577356661179	0.039617933777964	0.340350183102067	-3.92219405120311
HSPA4L	1.27740855	-2.00995132857143	2.46287645673657	0.0397954953307301	0.340350183102067	-3.92649595792214
TIPRL	0.9668878	-1.55992694285714	2.46233519591112	0.0398287580976184	0.340350183102067	-3.92729962814653
HMGN2	-1.2469391	-3.87604371428571	-2.46228252665013	0.0398319963505032	0.340350183102067	-3.92737783128913
SRSF5	-1.16876016	-0.276498114285714	-2.44949698830684	0.0406260324179288	0.345592115768514	-3.94635758800615
GYS1	2.40221895	-3.68583212857143	2.44532144882146	0.0408888088245279	0.346265519437888	-3.95255419886624
PRMT5	-1.9817851	-2.76483171428571	-2.44172151310792	0.0411167419590024	0.346265519437888	-3.95789583809435
MAT2B	-1.8105046	-1.47846942857143	-2.4396586950335	0.0412479302151716	0.346265519437888	-3.96095635603538
TOMM34	-0.980560399999999	-3.69204871428571	-2.42526325049206	0.0421752963215489	0.3525044417443	-3.98230750730036
FSCN1	0.894944899999998	5.07429214285714	2.42159246191849	0.0424151261671014	0.352967615147096	-3.98775001638373
POLDIP3	-0.70919432	-0.769542128571429	-2.41725843280139	0.0427000633813314	0.353049023692042	-3.99417481834277
ENSA	-1.4063874	-3.92759057142857	-2.41583872058018	0.0427938210535808	0.353049023692042	-3.99627915781208
ZC3HAV1L	-1.1061858	-2.62430528571429	-2.39545081737291	0.0441633894599159	0.362425120003587	-4.02648431042715
SRSF2	-0.996962850000001	1.33839127142857	-2.39295533667349	0.0443340347472981	0.362425120003587	-4.03017950498771
RNMT	-1.0406674	-1.91785614285714	-2.38794843663643	0.0446784228849295	0.362425120003587	-4.03759218152961
EXOSC5	-1.0266097	-3.11284285714286	-2.38781356618194	0.0446877368447474	0.362425120003587	-4.03779183166883
FIS1	-2.20232062	-1.81091584285714	-2.38176990031745	0.0451071182511489	0.363509442616441	-4.04673699200849
APRT	-1.12509046	-1.32704445714286	-2.37698278115152	0.0454421179796054	0.363509442616441	-4.05382046111293
GLO1	-0.942121300000001	1.82818428571429	-2.3742308036824	0.0456358327560641	0.363509442616441	-4.05789177338413
PEF1	-0.8208403	-1.612277	-2.37284313049599	0.0457338277315386	0.363509442616441	-4.05994449961168
TAB1	-1.6572242	-3.78207942857143	-2.37231692661623	0.0457710426700953	0.363509442616441	-4.0607228526316
OSBP	-1.0632212	-2.84297128571429	-2.35466471851732	0.04703728208842	0.371889467737989	-4.08682127379875
KHDRBS1	-1.3345062	2.16565491428571	-2.35222817526422	0.047214807032566	0.371889467737989	-4.09042169904161
SRM	-1.3122084	-2.21912628571429	-2.33917672744926	0.0481772513270071	0.375073018520429	-4.10969911821622
VAPA	1.020287308	-0.284638698571429	2.33910615166417	0.0481825089552064	0.375073018520429	-4.10980332168988
MTX2	-1.6501402	-3.31919242857143	-2.33863984689354	0.0482172613704519	0.375073018520429	-4.11049179883065
RNPS1	-1.860693	-2.13879857142857	-2.33380652741756	0.0485789607813537	0.375073018520429	-4.11762685639144
DECR1	-0.84328624	0.695069214285714	-2.32503787870358	0.0492421233202415	0.375073018520429	-4.13056607081963
G3BP2	-1.79648106	0.0671808571428571	-2.32216147716052	0.0494616339427992	0.375073018520429	-4.13480904506186
RBM3	-1.94803511	0.3430648	-2.32133641778881	0.0495247786616729	0.375073018520429	-4.13602594897685
