logFC	AveExpr	t	P.Value	adj.P.Val	B
TUBB4A	1.693747	0.00138301538461539	5.49796802622844	7.96260001254985e-05	0.00317508675500425	1.71337381128586
MGMT	-1.2014119047619	-2.63422476923077	-5.48438206718992	8.15802319059131e-05	0.00318662375240648	1.68940339974366
KCTD12	2.82664563190476	0.0627381223076923	5.45974191297634	8.52531757972952e-05	0.00326349156952046	1.64586324436137
TFRC	-2.46103250952381	-0.909373984615385	-5.42982817921464	8.99451387341259e-05	0.00337558814778661	1.5928900852731
SPARC	-3.10084362857143	-2.39383883076923	-5.4118236324736	9.28981739477888e-05	0.00341936740261669	1.56094625481486
TXNDC12	-1.33250670714286	-1.31883676153846	-5.39050734098364	9.65254567112419e-05	0.00341938290466877	1.52306842101193
STOML2	-1.3091833547619	0.96674245	-5.39003019385585	9.66083186445237e-05	0.00341938290466877	1.52221983650452
RSF1	-3.1441186652381	-2.00526443692308	-5.38061776546543	9.82581294445049e-05	0.00341938290466877	1.50547381539258
PPT1	-1.49535153904762	-0.754440036923077	-5.36030402461722	0.000101919524438829	0.00348346374599854	1.46929111302394
WHSC1	-2.29893691904762	-2.53873847692308	-5.34442132169901	0.000104881104705421	0.0035217970948452	1.44096133297655
ECI2	-1.93194932619048	-2.26639222307692	-5.25143243245024	0.000124114913412729	0.00409579214262006	1.27440658390775
PRPF38A	-1.0632895952381	-1.86228838461538	-5.2066352273688	0.000134657700400298	0.00436838709434188	1.19375209658477
FAM50A	-1.96786079285714	-2.3908157	-5.19722676925766	0.000136987896911849	0.00436991391148798	1.17677869590963
ILVBL	-1.89863331190476	-2.88626913076923	-5.18185912396151	0.000140884584906042	0.00442054254934694	1.14902927998949
PPAT	-2.10953037619048	-1.95304573846154	-5.15908803269064	0.000146871652144379	0.00446199482840561	1.10785396007019
HINT2	-1.06023246047619	0.368174481538462	-5.15398597798218	0.000148249003160232	0.00446199482840561	1.09861890653388
ATIC	-0.97129880952381	2.15952061538462	-5.13179894634211	0.000154396538454038	0.00446199482840561	1.05841917917851
X6.Sep	2.52089458095238	-1.14942369230769	5.13033868069431	0.000154810323450024	0.00446199482840561	1.05577112575812
DCLK1	2.39119088142857	-0.425378079230769	5.12511750813981	0.00015629925770635	0.00446199482840561	1.04630074579366
PCBP2.2	-2.23630116190476	-2.55432643076923	-5.11661400972386	0.000158756145448319	0.00446199482840561	1.03086913575436
LGALS3BP	-1.67087799523809	-2.62327496923077	-5.11380464610703	0.000159576634013138	0.00446199482840561	1.02576881126666
ALDH1B1	-1.5709381247619	-1.17042520615385	-5.10508740162495	0.000162150700494623	0.00446199482840561	1.0099363567544
CRYZ	-1.46067671130952	-0.745529975	-5.10161890061709	0.000163186853703444	0.00446199482840561	1.00363404453759
CORO1C	1.50225023809524	1.71581130769231	5.08163664568855	0.000169291615720131	0.00453630132231844	0.967295704510489
EEF1D	-1.09595097619048	2.16241938461538	-5.07730947388387	0.00017064456384897	0.00453630132231844	0.959419823034473
NUP155	-1.66534101238095	-0.624243256923077	-5.06216044420669	0.000175470217594506	0.00460068488323128	0.931828123645442
MUT	-1.67389481904762	-2.12088944615385	-5.04650255811829	0.000180607052872367	0.00462209842375768	0.903278722939426
AAAS	-2.06760135714286	-3.36400530769231	-5.02657647124364	0.000187370725120793	0.00462209842375768	0.866901831584267
ENY2	-1.43885454	-1.04660918923077	-5.02483217155039	0.000187975185321372	0.00462209842375768	0.863715054188407
DACH1	-1.59143522142857	-2.09093600769231	-5.0213794289436	0.000189177653994794	0.00462209842375768	0.857405872739417
HNRNPF	-0.949834952380952	2.54366507692308	-5.01976613478069	0.000189742240699498	0.00462209842375768	0.854457390433492
NUP98	-2.06245580952381	-3.24225046153846	-5.01682429935933	0.000190776267229288	0.00462209842375768	0.849079997951058
MYCBP	-1.95986985714286	-2.81665453846154	-5.00614293462633	0.000194580075542278	0.00465532830734899	0.829546308898279
HIST1H2AC	3.0070711547619	3.30757357692308	4.98047399142482	0.000204046385061415	0.00482154050626602	0.782545270931799
MSH6	-2.81927266428571	0.0622738538461538	-4.96756362649479	0.00020898683535306	0.0048268466870232	0.758874673024022
HRSP12	-1.95638885714286	-1.30616795384615	-4.95956501734771	0.000212109767682365	0.0048268466870232	0.744199175990103
MSH2	-1.42352586190476	1.09743040769231	-4.95876638616915	0.000212424226212208	0.0048268466870232	0.742733447112513
SH3BGRL	-1.34785076809524	0.999308868461538	-4.95041645210863	0.000215741077186862	0.0048268466870232	0.727404077029979
RCN2	-1.31331669047619	2.66271030769231	-4.94028682459134	0.000219837076627241	0.0048268466870232	0.708795874700049
PCYOX1	-1.4845326247619	0.519652612307692	-4.93781052195556	0.000220850597793111	0.0048268466870232	0.704244966590902
SOX2	-1.94069247857143	-2.14979720769231	-4.93520075942348	0.000221923985610262	0.0048268466870232	0.699447972582152
SUPT16H	-1.48097603809524	2.32367403076923	-4.92431453298522	0.000226460110065386	0.00487016461421515	0.679429034667408
MCM7	-2.23906183809524	2.13398448461538	-4.9057350416942	0.000234425138822383	0.00498544128562268	0.64522933584415
RBM22	-2.10616616666667	-2.21631230769231	-4.88174964377891	0.000245138991236147	0.00515600032116468	0.601016930889514
MSI1	-1.66866924190476	1.60764662615385	-4.87342858310893	0.000248973310676059	0.00517972735471714	0.585662479159706
TUBB2A	1.66102585	1.52034668461538	4.86354312489565	0.000253609353651286	0.00521944411708132	0.567410535994501
PCBP2	-2.13770122619048	-2.34057680769231	-4.84472681978321	0.000262682396991056	0.00532834454462466	0.532636992860612
NT5DC2	-1.50932125390476	-0.775138419076923	-4.84110200013044	0.000264468511880534	0.00532834454462466	0.525933303568776
ERP29	-1.0106624	1.62752916923077	-4.82155238463992	0.000274320613722999	0.00541415706746599	0.489751797324375
CPSF1	-1.70728929047619	-2.02565718461538	-4.82056277884176	0.000274829318072899	0.00541415706746599	0.487919086595751
GSTM1	-0.933312395238095	0.878957338461538	-4.81594908431662	0.000277213893736503	0.00541415706746599	0.47937319280491
NASP	-1.40604254761905	3.293728	-4.80606348236763	0.000282395602628688	0.00544005841426545	0.461053828026311
RPA2	-2.88483907880952	-1.11433753692308	-4.80261893934411	0.000284224577547829	0.00544005841426545	0.45466794501869
SPTLC1	-1.64226323809524	-3.51645292307692	-4.78867782628454	0.000291753085486892	0.00547600551501608	0.428808264978968
C4orf27	-1.37716094404762	-0.912198042307692	-4.78854692359178	0.000291824745314337	0.00547600551501608	0.42856534402343
NUDC	-1.25245951795238	0.795366487769231	-4.76369849401737	0.000305762721508055	0.00568184319384871	0.382417477319159
ADSS	-1.80153231190476	-1.62970197692308	-4.75511342659742	0.00031073678282537	0.00571040878107006	0.366457079472041
POLE3	-2.53205123809524	-3.07027253846154	-4.75080082351458	0.000313266939400395	0.00571040878107006	0.3584364049431
SMARCC1	-1.49556013180952	0.360764357230769	-4.74303767170803	0.000317875315320977	0.00571074742533465	0.343993007485818
MCM5	-2.41922399761905	-0.571257992307692	-4.74073967012652	0.000319252860245981	0.00571074742533465	0.339716251670414
ALDH2	-1.66614367142857	0.326128515384615	-4.73049374324171	0.000325470324701638	0.00576805742110126	0.320640555315344
RUVBL1	-0.930244	2.29791538461538	-4.69904533695565	0.000345347278550389	0.00602735572792513	0.262017050837069
HAT1	-2.17914538476191	-1.34030286307692	-4.69743268506075	0.000346399754478456	0.00602735572792513	0.259007917526985
C1QBP	-2.69384043095238	-0.483599446153846	-4.6762857991201	0.000360511686215287	0.00621639069744197	0.219522332574575
CALR	-1.02261292857143	4.09401476923077	-4.65676470708013	0.00037406584920471	0.00634627358071096	0.183029094055013
ERLIN2	-1.54619502761905	-0.04176382	-4.65590391322172	0.000374675503981368	0.00634627358071096	0.181418952999195
NUP133	-1.99681541190476	-2.19871731538462	-4.64525761522936	0.0003823010840878	0.00636614124094918	0.161498130607632
PDIA4	-1.09750752380952	3.49086807692308	-4.64181561770033	0.000384800599927279	0.00636614124094918	0.15505503187042
EFTUD2	-1.35506532857143	1.98474793846154	-4.64040923025707	0.000385826741875708	0.00636614124094918	0.152422040456652
ERO1L	-2.58017479047619	-1.60706075384615	-4.63207655233343	0.00039196473109515	0.00639252930540981	0.136817545808244
KRT18	-1.95716467547619	-0.711645523846154	-4.62920160409826	0.000394105777449508	0.00639252930540981	0.131431951924913
SNW1	-2.01002503619048	-1.54137998	-4.61474224941301	0.000405058494407367	0.00651497443945966	0.104332191162842
RANBP2	-1.85792848571429	-1.25905153076923	-4.54546637628904	0.000462060216496597	0.00732262583731185	-0.0258069017538487
HMGA2	-1.95120145	-2.87959848461538	-4.54391460397349	0.000463427826946521	0.00732262583731185	-0.0287276235847349
CETN2	-1.21898180785714	-1.62518615461538	-4.53734967842921	0.000469259959659545	0.00732262583731185	-0.041086702752267
RCN1	-1.22853973809524	2.72728976923077	-4.53587961153081	0.000470576268541984	0.00732262583731185	-0.0438548318949055
ECH1	-0.919194521904762	0.520498686923077	-4.51294302743538	0.000491613914560528	0.00755182366086642	-0.0870721835008927
SSRP1	-1.12847947619048	2.72635453846154	-4.51125877002486	0.000493196425082708	0.00755182366086642	-0.0902477307477394
PDCD4	-2.91494047857143	-2.42642528461538	-4.48944016670419	0.000514177796072395	0.00781060556890924	-0.131410242197401
NCAM1	3.30609275928571	1.32690274846154	4.47539706547552	0.000528166295381139	0.00790369653107258	-0.157928070671218
ACADVL	-2.60612196630952	-1.39408193423077	-4.47500257056428	0.000528564867281761	0.00790369653107258	-0.158673275757855
SMC3	-1.65719474047619	0.282621453846154	-4.45460958939823	0.000549596082805689	0.00815447211232626	-0.197216015588655
SYNE2	-1.53617473571429	-1.09276456153846	-4.43235822552692	0.000573528795045626	0.00844410856705637	-0.239315762319293
ECHS1	-1.2731171047619	1.20743423846154	-4.42381157813444	0.000583003976120956	0.00851808862820999	-0.255498301821508
IPO5	-1.36595567047619	1.79154724153846	-4.41583442681344	0.000591993093246463	0.00858389985207371	-0.270608589470243
EHMT2	-2.12541621428571	-3.13898238461538	-4.40171202881301	0.000608258219829381	0.00875343032145441	-0.297373386282807
CBR1	0.900083126190476	0.0670214615384615	4.36495328906089	0.000652783911794992	0.00920910380228904	-0.367122311140337
SSBP3	1.44511599523809	-1.51625578461538	4.36127035731415	0.000657425895364259	0.00920910380228904	-0.374117151005354
RPA3	-0.973838493809524	0.962926743076923	-4.35974449728482	0.000659359021294255	0.00920910380228904	-0.377015499086483
CTNNA1	-2.50370770260714	-0.996913941653846	-4.35673231708345	0.000663192344196441	0.00920910380228904	-0.382737682160651
CRABP1	1.71080771428571	6.07975915384615	4.35555884303235	0.000664691907284215	0.00920910380228904	-0.38496712156598
ACP1	-0.736739690476191	1.63891834615385	-4.34775345286681	0.000674755341070138	0.00920910380228904	-0.399799309515267
ALDH7A1	-0.875739709523809	1.82277051538462	-4.3463113947554	0.00067663164034885	0.00920910380228904	-0.402540152181746
LAP3	-1.76773732619048	-1.49698337692308	-4.34207276245812	0.00068217772576181	0.00920910380228904	-0.410597323104148
RBFOX1	1.48354229285714	-0.943457184615385	4.33906201238818	0.000686145522519435	0.00920910380228904	-0.416321356244948
PFAS	-1.30336688809524	0.0957564769230769	-4.33364227207874	0.000693347920658665	0.00920910380228904	-0.426627297409897
AK4	-1.83518609761905	-1.95950374615385	-4.32984112036867	0.000698445634683029	0.00920910380228904	-0.433856883196778
KPNA3	-1.23369161761905	-0.679827883076923	-4.32856080513137	0.000700171314779551	0.00920910380228904	-0.436292247913198
HYOU1	-1.07772648571429	2.02342973846154	-4.32685978280782	0.000702470822954127	0.00920910380228904	-0.43952807809137
UHRF2	1.57794687142857	-0.5856395	4.31135196153769	0.000723795922496638	0.00942411833781337	-0.469039530233453
SF3B6	-0.7197773	0.853547607692308	-4.28982831787248	0.000754500238657338	0.00975752335669017	-0.510031969975028
DPYSL3	1.81529738095238	3.86887515384615	4.27194632865477	0.000781024791396231	0.0100327614143113	-0.544117246132761
DNPH1	-2.13850240142857	-2.28943246307692	-4.26448283500805	0.000792376699018219	0.0101107266794725	-0.558351099450932
ATAT1	2.12341998571429	-1.71342150769231	4.26089766313073	0.000797889754518823	0.0101136489413843	-0.565190044963018
GDI1	1.22318576190476	4.13886215384615	4.24459446619289	0.000823460398730076	0.0103691000208511	-0.596302045340256
AP2M1	1.93126909047619	-2.96393120769231	4.22221203051687	0.000859941422953725	0.0107576985851858	-0.639048387414749
POLD2	-1.25771971523809	-1.44816840615385	-4.217306516636	0.000868155838611696	0.0107899368513168	-0.648422045543156
GLUL	-1.85972526242857	-0.763047670923077	-4.20390387174702	0.000891011370110244	0.0110025533057484	-0.674041431098003
WLS	-1.98498078571429	-3.14015630769231	-4.20058242770666	0.000896770162336258	0.0110026800686641	-0.680392460149438
SAMM50	-1.94063477619048	-2.65644855384615	-4.18168539447085	0.000930267654781087	0.0113409700079682	-0.716541141738937
MAD1L1	-1.16150938095238	-3.36532546153846	-4.17057015691712	0.00095056680714457	0.0115150941068019	-0.737815634036025
EIF3M	-1.7852464197619	-1.24530168538462	-4.15107773445441	0.000987266579987214	0.0118844543024876	-0.77514468375529
CLIC1	-0.672980928571429	2.91022515384615	-4.12011585308803	0.00104856793634204	0.0124932124930274	-0.834490919479754
UGP2	-1.07367909071429	-0.27929359	-4.11806907707331	0.00105275505618227	0.0124932124930274	-0.838416293471148
ESYT1	-2.02290064047619	-2.24726740769231	-4.11579888010241	0.00105741923922175	0.0124932124930274	-0.842770466559148
THRAP3	-1.37010557142857	1.18239334615385	-4.10796808902334	0.00107367062397641	0.0126073961612936	-0.857792227090689
LGALS1	2.90777665333333	2.05074223692308	4.10012659520137	0.00109020023861281	0.0127053964325201	-0.872838405688996
STUB1	-0.963462880952381	-2.18980053846154	-4.09725833947812	0.00109631122359617	0.0127053964325201	-0.878342947287893
HSPA9	-0.766121309523809	3.48109930769231	-4.09463505914519	0.00110193093406392	0.0127053964325201	-0.883377798102254
HSP90AB2P	-2.24249649238095	0.725401555384615	-4.08547874470035	0.00112177783143278	0.0128567830500739	-0.900954797325292
ATXN10	-2.51479360642857	-1.78875659923077	-4.0716670233266	0.00115240929927369	0.01309963878522	-0.927478221398465
APEH	-1.22137668404762	-0.98486627	-4.06978199949288	0.00115665567121326	0.01309963878522	-0.931099023843433
CHERP	-1.66184961190476	-1.54362991538462	-4.06243543326232	0.00117335834266053	0.0131815852959049	-0.945212499197546
CNN3	-1.01205591428571	1.12469731538462	-4.06055843717698	0.00117766514399151	0.0131815852959049	-0.948818900449269
RCC1	-1.93429653738095	-1.29588413769231	-4.04822683096307	0.00120636466655067	0.0134243137894069	-0.972517527669461
TPR	-1.47084868095238	1.69361122307692	-4.04088344781023	0.00122379338274337	0.0134738570730421	-0.986634011718567
ENSA	-1.56458573809524	-3.20547407692308	-4.04042243040291	0.00122489609754928	0.0134738570730421	-0.987520345532793
SLC9A3R1	-2.01683697619048	-2.93633730769231	-4.03677948087334	0.00123364548755988	0.0134925569325121	-0.994524553863127
HDAC2	-1.48093650619048	0.550544483846154	-4.03116931405548	0.00124724459233711	0.0135637849416661	-1.00531252325284
DCX	1.47828776666667	-0.348936161538462	4.01202740233301	0.00129480755960313	0.0140014783563864	-1.04213402354262
LSM8	-1.06486745285714	0.718035683076923	-3.98367920032344	0.00136867014588685	0.0145989269112127	-1.09670012439519
BRD4	-1.90793838833333	-1.57015845153846	-3.98274208361452	0.00137118395073056	0.0145989269112127	-1.09850463037147
LARP1	2.00311392857143	-1.74350669230769	3.98208854948401	0.00137293983491029	0.0145989269112127	-1.09976309725539
PDCD6IP	-1.05871631904762	-0.419048584615385	-3.97480677814194	0.00139265995455267	0.0147189297288222	-1.1137865359599
RBM14	-1.09619990952381	1.72146517692308	-3.97088866385071	0.00140339005995481	0.0147189297288222	-1.12133321787307
NUCB1	-1.10742277619048	0.339162361538462	-3.96737153890557	0.00141309380072398	0.0147189297288222	-1.12810818290155
RANGAP1	-1.18777923404762	-0.551027385384615	-3.9666886050952	0.00141498593004351	0.0147189297288222	-1.12942377269868
SON	-1.64386061904762	-0.145589684615385	-3.94660199031508	0.00147180804897261	0.0152004922776686	-1.16812798567096
SMU1	-0.973698519904762	0.816961630307692	-3.94474964031071	0.00147716382635651	0.0152004922776686	-1.1716981489018
MAPT	1.87021759904762	-1.17905408769231	3.93381900115407	0.00150917487124156	0.0153944876458242	-1.19276864820557
UBLCP1	-1.20727710238095	-1.75013846923077	-3.93283122326642	0.00151210223480405	0.0153944876458242	-1.19467300236787
PSAT1	-1.45640371428571	2.18239811538462	-3.92876367205193	0.00152421784462768	0.0154255114039579	-1.20251535142993
DYNC1H1	1.27017195238095	4.81351107692308	3.92449876191268	0.00153702752435383	0.0154255114039579	-1.21073897854996
CBX5	-0.904135166666666	2.23430315384615	-3.92373685995141	0.00153932741805432	0.0154255114039579	-1.21220816451065
FIP1L1	-2.01600559523809	-3.52791530769231	-3.91977919103086	0.00155133063127797	0.0154422262556971	-1.21984018661728
QKI	-2.12934441428571	-0.0306941692307692	-3.91679615468743	0.00156044084330766	0.0154422262556971	-1.22559314877199
LARS	-1.58584676904762	-0.826354067692308	-3.91524502056808	0.00156519952643951	0.0154422262556971	-1.22858474915812
HIBCH	-0.924748727857142	-0.0383704476923077	-3.90639805600264	0.00159262477278313	0.015632224692856	-1.24564936904746
THY1	2.31135026047619	-2.89175211615385	3.90019727085054	0.0016121381303226	0.0157430223542728	-1.25761174525518
HSPE1	-0.803632452380952	3.98964	-3.89353220935963	0.0016333840333226	0.0157955379236664	-1.27047148379979
DNAJC9	-1.99945108809524	-0.488140492307692	-3.89333369985327	0.00163402116451721	0.0157955379236664	-1.27085451961346
TRAP1	-0.990873521490476	0.855344052530769	-3.8862552388484	0.00165690608411209	0.0158963481478215	-1.28451381648311
KIF5C	2.32828229719048	-0.421567166615385	3.88456344034436	0.00166242385389245	0.0158963481478215	-1.28777875974756
CNPY3	-1.53826954071429	-1.20967912846154	-3.88060481656937	0.00167540800205941	0.0158963481478215	-1.29541878950711
GLO1	-1.10593388095238	2.33861530769231	-3.87991806100037	0.00167767101664573	0.0158963481478215	-1.29674426729205
USP39	-1.97372405333333	-2.05937243692308	-3.86980334187982	0.00171136377734605	0.016131825707874	-1.31626825539798
NA..1	1.85185811904762	-2.97081646153846	3.86742680255553	0.00171937954253202	0.016131825707874	-1.32085611708297
HNRNPH2	-1.43510031023809	-0.473659019230769	-3.86020775105862	0.00174396342812715	0.0162826634216359	-1.33479356998832
CRB2	-2.2911247047619	-2.5544824	-3.85657579835239	0.00175646659887744	0.0163197916031622	-1.34180627692377
SUN2	2.38446249047619	-1.40458929230769	3.84907521627282	0.00178257696644093	0.0164823783273813	-1.35629008653515
YWHAG	1.07583769047619	3.21815938461538	3.84610859331565	0.00179301270222074	0.0164991649617812	-1.36201922442821
PDIA6	-0.692289095238096	4.14951261538462	-3.82937346963309	0.00185305631077192	0.0169700946354902	-1.39434334951717
MYO1B	1.64410974809524	-1.89773980230769	3.82194352264783	0.00188036520478647	0.0171381857236252	-1.40869716368201
CTPS2	-1.75108321428571	-2.43012846153846	-3.81646585331076	0.00190076000956584	0.0171992586870772	-1.41928044272645
NUP93	-2.34787818571429	-0.5810383	-3.81532442537789	0.00190503805729382	0.0171992586870772	-1.4214858785722
RPS27A	0.896680714285715	5.77390007692308	3.80163594793546	0.00195711055358993	0.0175060631575482	-1.44793722154247
RPL13A	0.854516895238095	0.395593315384615	3.80052365938457	0.0019614048043548	0.0175060631575482	-1.45008681044715
SUCLG1	-1.08021203333333	-1.9038476	-3.79842865316436	0.00196951906438176	0.0175060631575482	-1.45413567097471
PNN	-1.19964326709524	0.584903407461538	-3.7933645961495	0.00198927393069301	0.0175060631575482	-1.46392306590891
ISYNA1	-1.0121239047619	2.44206153846154	-3.79322120746872	0.00198983620857409	0.0175060631575482	-1.46420020545138
RNPS1	-2.01178506142857	-1.21028238923077	-3.79218648183618	0.00199389852055669	0.0175060631575482	-1.46620012356012
UQCRC1	-0.992117739666667	0.840500322230769	-3.78548238468052	0.00202042342902526	0.0176579472290153	-1.47915845803249
CNN2	-0.910481578571428	-0.0719523815384615	-3.77960290664866	0.00204398037559416	0.0177197173819842	-1.49052379602985
GSTP1	-0.604053166666667	4.47908876923077	-3.77732149851095	0.0020531960459615	0.0177197173819842	-1.49493409922896
DDX18	-1.69716424523809	-3.25098985384615	-3.77681073552514	0.0020552650254966	0.0177197173819842	-1.49592149721698
CHCHD2	-2.08674341095238	-0.560978590769231	-3.77400375058432	0.0020666732739885	0.0177381733023048	-1.50134801902243
SF3B4	-2.39915491904762	-2.36179701538462	-3.76919042888878	0.00208638551182954	0.0177535246373669	-1.510653651614
CSRP2	-1.44273529595238	-1.07369318538462	-3.76903794748927	0.00208701308432996	0.0177535246373669	-1.51094845360824
MCM2	-0.766481976190476	2.49365976923077	-3.76659553240995	0.00209709155052376	0.0177603240163826	-1.51567060025603
EIF5	-1.02857465285714	-0.0930839	-3.7489358184848	0.00217144745606242	0.0182178181648677	-1.54981751691698
GFPT1	-1.39806023809524	-2.331911	-3.74731644809148	0.00217839822315009	0.0182178181648677	-1.55294905498714
ACO1	-2.05559474047619	-1.42670422307692	-3.74702169421129	0.00217966580969421	0.0182178181648677	-1.55351905539939
EEF1B2	-1.85038524190476	0.441087549230769	-3.7362937073253	0.00222631394750693	0.0185268038936012	-1.57426613442448
LUC7L3	-1.1162043	0.260687515384615	-3.71983991710325	0.00229983377753033	0.0190557655852513	-1.60609034403712
DYNC1I2	1.05587175690476	0.746033302307692	3.71374549658042	0.00232768548147435	0.0192034052221634	-1.61787899119499
TWF2	1.07193566190476	-0.896048207692308	3.69868166050393	0.00239800280161604	0.0196986152888116	-1.64701970821862
MTA1	-1.59250875238095	-0.935339146153846	-3.69186574542982	0.00243052236994374	0.0198804265644116	-1.66020590946861
PSMD10	-0.947622821666667	-0.499832520769231	-3.68943168594103	0.00244224345896771	0.0198912935338902	-1.66491501617757
ETFB	-0.928826471904762	0.0911829523076923	-3.68097852801701	0.00248339545541848	0.0200681674681779	-1.68126958740778
ELAVL3	2.49411672380952	-1.86124323846154	3.68066609607708	0.00248492982756434	0.0200681674681779	-1.68187407222058
