Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cell migration and invasion through p75NTR WP4561	1/30	0.19987495053362248	0.35937112318166464	0	0	4.650011728829463	7.486813486371484	ARF1
Base Excision Repair WP4752	1/31	0.20580476208856874	0.3613943075040908	0	0	4.494784580498866	7.105478246409346	PCNA
Ethanol effects on histone modifications WP3996	1/31	0.20580476208856874	0.3613943075040908	0	0	4.494784580498866	7.105478246409346	AHCY
Nuclear Receptors Meta-Pathway WP2882	4/319	0.21150190435913185	0.3613943075040908	0	0	1.7228395061728394	2.6764678287898986	CBR1;GSTP1;SERPINB9;PRDX6
MAPK Cascade WP422	1/33	0.21753374923566768	0.3613943075040908	0	0	4.21343537414966	6.427179677495341	MAP2
Type I collagen synthesis in the context of Osteogenesis imperfecta WP4786	1/33	0.21753374923566768	0.3613943075040908	0	0	4.21343537414966	6.427179677495341	P4HB
Oxidative Stress WP408	1/33	0.21753374923566768	0.3613943075040908	0	0	4.21343537414966	6.427179677495341	CAT
Regucalcin in proximal tubule epithelial kidney cells WP4838	1/33	0.21753374923566768	0.3613943075040908	0	0	4.21343537414966	6.427179677495341	G3BP1
Hippo-Merlin Signaling Dysregulation WP4541	2/120	0.22284184959983394	0.3613943075040908	0	0	2.290921755282099	3.4393446887725405	PPP1CB;CDH13
BDNF-TrkB Signaling WP3676	1/34	0.22333356081713476	0.3613943075040908	0	0	4.085549371263657	6.124601454172748	DLG4
Fatty acid beta-oxidation WP143	1/34	0.22333356081713476	0.3613943075040908	0	0	4.085549371263657	6.124601454172748	TPI1
p38 MAPK Signaling Pathway WP400	1/34	0.22333356081713476	0.3613943075040908	0	0	4.085549371263657	6.124601454172748	HSPB1
Fragile X Syndrome  WP4549	2/121	0.22556393782348255	0.3617151435367558	0	0	2.2715551974214345	3.3826901071770363	DLG4;CAMK2A
Mitochondrial CIV Assembly WP4922	1/35	0.22909067123930946	0.36409053107675965	0	0	3.965186074429772	5.84324653497433	COX5A
Sleep regulation WP3591	1/38	0.24610890673440372	0.38093378607585965	0	0	3.6431329288472147	5.107603622928858	AHCY
Amyotrophic lateral sclerosis (ALS) WP2447	1/38	0.24610890673440372	0.38093378607585965	0	0	3.6431329288472147	5.107603622928858	CAT
Striated Muscle Contraction Pathway WP383	1/38	0.24610890673440372	0.38093378607585965	0	0	3.6431329288472147	5.107603622928858	VIM
IL-5 signaling pathway WP127	1/40	0.25724655583216	0.3847889658665923	0	0	3.4559567416710273	4.692222599085263	GSK3A
Neural Crest Cell Migration during Development WP4564	1/40	0.25724655583216	0.3847889658665923	0	0	3.4559567416710273	4.692222599085263	ARF1
Oxidative Damage WP3941	1/40	0.25724655583216	0.3847889658665923	0	0	3.4559567416710273	4.692222599085263	PCNA
Ferroptosis WP4313	1/40	0.25724655583216	0.3847889658665923	0	0	3.4559567416710273	4.692222599085263	MAP1LC3B
Nucleotide-binding Oligomerization Domain (NOD) pathway WP1433	1/41	0.262753937906009	0.38975167456058	0	0	3.369387755102041	4.5033123524247385	NDUFA13
Fas ligand pathway and stress induction of heat shock proteins WP314	1/42	0.2682207575637604	0.39457268468057316	0	0	3.287041645926663	4.325565740308363	HSPB1
Neural Crest Cell Migration in Cancer WP4565	1/43	0.27364731156700234	0.3991540898661181	0	0	3.2086167800453516	4.158095210638435	ARF1
Nucleotide Excision Repair WP4753	1/44	0.2790338944959962	0.3991540898661181	0	0	3.133839582344566	4.000101846576225	PCNA
Renin-angiotensin-aldosterone system (RAAS) WP4756	1/44	0.2790338944959962	0.3991540898661181	0	0	3.133839582344566	4.000101846576225	CAMK2A
Endoderm differentiation WP2853	2/141	0.2803048383891279	0.3991540898661181	0	0	1.9427416970533162	2.4709295683746837	DDAH1;PABPC1
ATM Signaling Network in Development and Disease  WP3878	1/45	0.2843807987258166	0.40174430296186797	0	0	3.062461348175634	3.850864761338285	HSPB1
Brain-derived neurotrophic factor (BDNF) signaling pathway WP2380	2/144	0.2885207322800479	0.4028478124687211	0	0	1.9014084507042253	2.3634285210508934	MARCKS;CAMK2A
Regulation of Microtubule Cytoskeleton WP2038	1/46	0.2896883145842489	0.4028478124687211	0	0	2.9942554799697656	3.709731962420885	MAPRE1
Male infertility WP4673	2/146	0.29399259163829133	0.4056641962140764	0	0	1.8748097412480975	2.2951434172322913	MTHFD1;CAT
Mesodermal commitment pathway WP2857	2/147	0.29672650289186103	0.40628705780577895	0	0	1.8617855455833727	2.2619659786857227	CSRP2;DDAH1
Rett syndrome causing genes WP4312	1/48	0.30018633191537225	0.4078867716102005	0	0	2.8665508756694167	3.449469416162416	SATB2
Synaptic signaling pathways associated with autism spectrum disorder WP4539	1/50	0.3105302270346101	0.415596845204215	0	0	2.749271137026239	3.215201203875706	DLG4
Vitamin B12 metabolism WP1533	1/50	0.3105302270346101	0.415596845204215	0	0	2.749271137026239	3.215201203875706	SHMT2
Wnt Signaling Pathway WP363	1/52	0.32072224741054634	0.42045775992179796	0	0	2.6411898092570363	3.00350770771899	GSK3A
One-carbon metabolism and related pathways WP3940	1/52	0.32072224741054634	0.42045775992179796	0	0	2.6411898092570363	3.00350770771899	SHMT2
Myometrial relaxation and contraction pathways WP289	2/156	0.32124862555822764	0.42045775992179796	0	0	1.7521793275217932	1.9896695755020655	GNB1;CAMK2A
Cardiac Progenitor Differentiation WP2406	1/53	0.3257619980038818	0.4232528149247515	0	0	2.5902668759811616	2.9052128451074024	THY1
IL-4 signaling pathway WP395	1/54	0.3307646079806067	0.425260019958705	0	0	2.5412655628289054	2.811524862557845	FLNA
Insulin Signaling WP481	2/160	0.33208507176550556	0.425260019958705	0	0	1.7074735564418242	1.8822575548149114	GSK3A;ARF1
DNA IR-double strand breaks and cellular response via ATM WP3959	1/55	0.33573034926067213	0.4268571583457117	0	0	2.494079113126732	2.72215509889959	PCNA
Proximal tubule transport WP4917	1/57	0.3455523031437007	0.4362291486494945	0	0	2.4047619047619047	2.5553270855877304	ATP1A1
Pre-implantation embryo WP3527	1/58	0.35040904965808095	0.4392451467544959	0	0	2.362453753431197	2.4773967994848816	ATP1A1
Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680	1/66	0.38799596839218625	0.4778932050815272	0	0	2.070852956567242	1.9606014288613058	PFN1
Thyroid stimulating hormone (TSH) signaling pathway WP2032	1/66	0.38799596839218625	0.4778932050815272	0	0	2.070852956567242	1.9606014288613058	GNB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932	3/303	0.38929502661135645	0.4778932050815272	0	0	1.3484137931034483	1.2721175737151393	RAB2A;GNB1;TNR
PPAR signaling pathway WP3942	1/67	0.39253978454401983	0.47857590170435294	0	0	2.039373325087611	1.9070534507964187	FABP5
Sterol regulatory element-binding proteins (SREBP) signaling WP1982	1/69	0.40152713435223786	0.4837620363335633	0	0	1.9791916766706683	1.8059731485510602	GSK3A
Parkin-Ubiquitin Proteasomal System pathway WP2359	1/70	0.4059711571358863	0.4837620363335633	0	0	1.950409149166913	1.7582415057041563	TUBB6
Glucocorticoid Receptor Pathway WP2880	1/70	0.4059711571358863	0.4837620363335633	0	0	1.950409149166913	1.7582415057041563	SERPINB9
miRNA regulation of DNA damage response WP1530	1/71	0.4103824016088093	0.4837620363335633	0	0	1.9224489795918367	1.7122596873927975	MCM7
Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341	1/71	0.4103824016088093	0.4837620363335633	0	0	1.9224489795918367	1.7122596873927975	CAMK2A
MECP2 and Associated Rett Syndrome WP3584	1/72	0.41476110791748677	0.48570708690337266	0	0	1.8952764204273258	1.6679428809998338	CAMK2A
Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	1/74	0.4234218577598197	0.4926084358251498	0	0	1.843164663125524	1.5839904550473802	CACNA2D1
Joubert Syndrome WP4656	1/76	0.4319552931506597	0.49287206526165017	0	0	1.7938321995464852	1.505802275132813	FLNA
Leptin signaling pathway WP2034	1/76	0.4319552931506597	0.49287206526165017	0	0	1.7938321995464852	1.505802275132813	GSK3A
Prolactin Signaling Pathway WP2037	1/76	0.4319552931506597	0.49287206526165017	0	0	1.7938321995464852	1.505802275132813	FLNA
Allograft Rejection WP2328	1/89	0.48444519101813305	0.5466249478051219	0	0	1.5278293135435992	1.107295790558374	VIM
Androgen receptor signaling pathway WP138	1/90	0.48827734101693476	0.5466249478051219	0	0	1.5105862569747	1.0828965573796	FLNA
Apoptosis Modulation and Signaling WP1772	1/90	0.48827734101693476	0.5466249478051219	0	0	1.5105862569747	1.0828965573796	PEA15
ErbB signaling pathway WP673	1/91	0.4920811973539075	0.5474403320562221	0	0	1.4937263794406652	1.0592186145102815	CAMK2A
G Protein Signaling Pathways WP35	1/93	0.4996048575258496	0.5523581654633617	0	0	1.461106181603076	1.0139167770077513	GNB1
Pathways Regulating Hippo Signaling WP4540	1/98	0.5179332096288451	0.5690871068761385	0	0	1.3854407742478434	0.9114939321449409	CDH13
7q11.23 copy number variation syndrome WP4932	1/104	0.5390489845954733	0.5886547193741979	0	0	1.3043392114127204	0.8060148918218262	PCNA
DNA damage response (only ATM dependent) WP710	1/110	0.5592458074084465	0.6069863031628262	0	0	1.2321662609998127	0.7160933534250228	CAT
Gastrin signaling pathway WP4659	1/114	0.5722195187659995	0.6169986467245255	0	0	1.1883089518993437	0.6633527805621834	ANXA2
Wnt signaling WP428	1/115	0.5754032323386025	0.6169986467245255	0	0	1.1778255161713809	0.6509655653115749	CAMK2A
Spinal Cord Injury WP2431	1/118	0.5848138489695234	0.6233345216561387	0	0	1.1474504331647188	0.6155631977389366	VIM
DNA Repair Pathways Full Network WP4946	1/120	0.590972202591788	0.6261491194127278	0	0	1.1280512204881952	0.59333948453216	PCNA
IL-18 signaling pathway WP4754	2/272	0.6003161973829434	0.6322856990187214	0	0	0.993505834601725	0.506984802346134	HSPB1;AARS
22q11.2 copy number variation syndrome WP4657	1/131	0.6232563692479988	0.6516909389182812	0	0	1.0320251177394035	0.48793872761087054	PPP1CB
Angiopoietin Like Protein 8 Regulatory Pathway WP3915	1/132	0.6260626435675622	0.6516909389182812	0	0	1.024095134236901	0.4795887113548315	GSK3A
Integrated breast cancer pathway WP1984	1/152	0.6780242979250396	0.6976203758997518	0	0	0.8875523719421543	0.3448781369856289	GSK3A
Hepatitis B infection WP4666	1/152	0.6780242979250396	0.6976203758997518	0	0	0.8875523719421543	0.3448781369856289	PCNA
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706	1/158	0.6921653040758179	0.7080771501465263	0	0	0.8533731964123229	0.31398200394586995	MAP2
Chemokine signaling pathway WP3929	1/164	0.7056892535615088	0.7177867836225632	0	0	0.821710279203706	0.2864320067194056	GNB1
PI3K-Akt signaling pathway WP4172	2/340	0.7197446727569179	0.727923589492792	0	0	0.7908729837075464	0.2600855016501311	GNB1;TNR
Metapathway biotransformation Phase I and II WP702	1/183	0.7447411519283031	0.7466474996064673	0	0	0.7352171637885924	0.21668214971932143	GSTP1
Ras signaling WP4223	1/184	0.7466474996064673	0.7466474996064673	0	0	0.731162410319319	0.21361794034157197	GNB1
