Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
One carbon pool by folate	2/20	0.009469700879568528	0.0958110912521051	0	0	15.094368340943683	70.33459356674543	MTHFD1;SHMT2
Salmonella infection	6/249	0.010664999882283272	0.09654631472382752	0	0	3.4096678838462875	15.48257879988421	TUBB6;ARF1;ANXA2;FLNA;FLNC;PFN1
Parkinson disease	6/249	0.010664999882283272	0.09654631472382752	0	0	3.4096678838462875	15.48257879988421	NDUFA13;TUBB6;CAMK2A;NDUFS1;NDUFV1;COX5A
Cell cycle	4/124	0.013623731150168149	0.11716408789144607	0	0	4.567592592592592	19.622113174227245	PCNA;MCM7;MCM3;MCM2
Central carbon metabolism in cancer	3/70	0.01514591831300889	0.12302992563636496	0	0	6.109624292331446	25.599473647610846	LDHB;LDHA;HK1
Folate biosynthesis	2/26	0.01573638583720947	0.12302992563636496	0	0	11.317351598173516	46.98715038313553	CBR1;PCBD1
Dopaminergic synapse	4/132	0.016775685356189098	0.12545295135932716	0	0	4.280381944444445	17.497451214073358	PPP1CB;GSK3A;GNB1;CAMK2A
Amyotrophic lateral sclerosis	7/364	0.01883668562343493	0.1296176601994264	0	0	2.7110276734807397	10.76806351468591	NDUFA13;TUBB6;CAT;NDUFS1;PFN1;NDUFV1;COX5A
Gastric acid secretion	3/76	0.01883977619177709	0.1296176601994264	0	0	5.605762871988663	22.26488426808593	CAMK2A;ATP1A1;EZR
Ascorbate and aldarate metabolism	2/30	0.02066149553282785	0.13555222372751208	0	0	9.698630136986301	37.62567491079582	UGDH;ALDH7A1
Retrograde endocannabinoid signaling	4/148	0.024359994182854783	0.13555222372751208	0	0	3.8016975308641974	14.122595694619664	NDUFA13;GNB1;NDUFS1;NDUFV1
Pathways of neurodegeneration	8/475	0.025212953135246696	0.13555222372751208	0	0	2.371979198531661	8.72982608276993	NDUFA13;TUBB6;DLG4;CAT;CAMK2A;NDUFS1;NDUFV1;COX5A
Adrenergic signaling in cardiomyocytes	4/150	0.025431947210469655	0.13555222372751208	0	0	3.7492389649923896	13.766264911954645	PPP1CB;CACNA2D1;CAMK2A;ATP1A1
Spliceosome	4/150	0.025431947210469655	0.13555222372751208	0	0	3.7492389649923896	13.766264911954645	SF3B2;SF3B3;DHX15;LSM3
Pentose and glucuronate interconversions	2/34	0.02614004161675569	0.13555222372751208	0	0	8.48458904109589	30.920277362218602	UGDH;SORD
Propanoate metabolism	2/34	0.02614004161675569	0.13555222372751208	0	0	8.48458904109589	30.920277362218602	LDHB;LDHA
Huntington disease	6/306	0.02650888591894646	0.13555222372751208	0	0	2.7538028169014086	9.99706230458444	NDUFA13;TUBB6;DLG4;NDUFS1;NDUFV1;COX5A
Cardiac muscle contraction	3/87	0.02679520701590355	0.13555222372751208	0	0	4.86896551724138	17.623377714522245	CACNA2D1;ATP1A1;COX5A
Hippo signaling pathway	4/163	0.03308883398954442	0.16260798417718972	0	0	3.440426275331936	11.726897304334923	PPP1CB;DLG2;DLG4;DCHS1
Shigellosis	5/246	0.036309915607672806	0.16948891734617189	0	0	2.845225314104982	9.433812334532897	GSK3A;ARF1;UBE2V2;PFN1;HK1
Neomycin, kanamycin and gentamicin biosynthesis	1/5	0.03645982524307186	0.16948891734617189	0	0	33.755102040816325	111.78151585561791	HK1
Tryptophan metabolism	2/42	0.03861437457665445	0.17478085334696225	0	0	6.784931506849315	22.079053733868612	CAT;ALDH7A1
Glucagon signaling pathway	3/107	0.04515255190606427	0.19913433148315526	0	0	3.9286472148541116	12.169803792754376	LDHB;LDHA;CAMK2A
Carbohydrate digestion and absorption	2/47	0.04734121526635116	0.20356722564531	0	0	6.029528158295282	18.392315951657096	ATP1A1;HK1
Amino sugar and nucleotide sugar metabolism	2/48	0.049165472260471334	0.2062551519219773	0	0	5.89815366289458	17.76856353440523	UGDH;HK1
Prion disease	5/273	0.05256881496771009	0.20674815238633618	0	0	2.555056883415092	7.526257844952314	NDUFA13;TUBB6;NDUFS1;NDUFV1;COX5A
Leukocyte transendothelial migration	3/114	0.05272940874661048	0.20674815238633618	0	0	3.6795899347623484	10.827494882562466	MSN;THY1;EZR
Vibrio cholerae infection	2/50	0.052889062238365064	0.20674815238633618	0	0	5.651826484018265	16.61387585032132	ARF1;ATP6V1G2
Sulfur relay system	1/8	0.057698788449451824	0.22005367905529652	0	0	19.285714285714285	55.0128684168973	MPST
Pathogenic Escherichia coli infection	4/197	0.05885156532874209	0.22005367905529652	0	0	2.829447322970639	8.015079688453728	SLC9A3R1;TUBB6;ARF1;EZR
Focal adhesion	4/201	0.06242627736567836	0.22845361078503568	0	0	2.7714326001128033	7.687313778071681	PPP1CB;TNR;FLNA;FLNC
Pyrimidine metabolism	2/56	0.06462750276127129	0.23158188489455545	0	0	5.0223236935565705	13.75672326605675	DUT;DCTPP1
Glutathione metabolism	2/57	0.06666203080311758	0.23399733261502498	0	0	4.930759651307596	13.353087552166214	GSTP1;PRDX6
MicroRNAs in cancer	5/310	0.08075678102537846	0.2778033267273019	0	0	2.240857503152585	5.638699639109456	MARCKS;RDX;TNR;VIM;EZR
Long-term potentiation	2/67	0.08810404339262262	0.2971352051672763	0	0	4.170073761854583	10.130096856202806	PPP1CB;CAMK2A
Amphetamine addiction	2/69	0.09261110280690034	0.30457976790966745	0	0	4.045185033735432	9.624895815474373	PPP1CB;CAMK2A
Thermogenesis	4/232	0.0938530680186766	0.30457976790966745	0	0	2.3908382066276803	5.656782551403494	NDUFA13;NDUFS1;NDUFV1;COX5A
Phagosome	3/152	0.10326493812964223	0.32891795107960115	0	0	2.7358944688729463	6.211731783333398	TUBB6;ATP6V1G2;STX7
Oxytocin signaling pathway	3/154	0.1063207367692174	0.3324939404419162	0	0	2.699383420872345	6.0501143884681445	PPP1CB;CACNA2D1;CAMK2A
Metabolism of xenobiotics by cytochrome P450	2/76	0.1088852655863657	0.3344333157295518	0	0	3.661236579044798	8.118647716452429	CBR1;GSTP1
Ribosome	3/158	0.11253751484807058	0.33958688690996736	0	0	2.6291879866518353	5.743378725510325	RPS4X;RPS2;RPS23
Endocytosis	4/252	0.11741573037991371	0.3481983728507786	0	0	2.1957885304659497	4.703454547525909	ARF1;CAPZB;AGAP3;SH3GL2
Peroxisome	2/82	0.1233854473056022	0.3596999480773488	0	0	3.3856164383561644	7.08420638881865	PRDX5;CAT
Insulin secretion	2/86	0.13329776588088477	0.3821202621918697	0	0	3.223744292237443	6.496392179392902	CAMK2A;ATP1A1
Alzheimer disease	5/369	0.1391595593554406	0.39238433129730793	0	0	1.8719741796664873	3.6917841049856417	NDUFA13;TUBB6;NDUFS1;NDUFV1;COX5A
Histidine metabolism	1/22	0.15082591837284567	0.4148321957516304	0	0	6.424036281179139	12.151893106042852	ALDH7A1
Mismatch repair	1/23	0.1571167172354541	0.4148321957516304	0	0	6.131725417439704	11.348390934851706	PCNA
Proximal tubule bicarbonate reclamation	1/23	0.1571167172354541	0.4148321957516304	0	0	6.131725417439704	11.348390934851706	ATP1A1
Circadian entrainment	2/97	0.1613967888283112	0.4148321957516304	0	0	2.8488824801730352	5.196046611788796	GNB1;CAMK2A
Aldosterone synthesis and secretion	2/98	0.16400342622738875	0.4148321957516304	0	0	2.8190639269406392	5.096495349991006	CAMK2A;ATP1A1
mRNA surveillance pathway	2/98	0.16400342622738875	0.4148321957516304	0	0	2.8190639269406392	5.096495349991006	PPP1CB;PABPC1
Inflammatory mediator regulation of TRP channels	2/98	0.16400342622738875	0.4148321957516304	0	0	2.8190639269406392	5.096495349991006	PPP1CB;CAMK2A
MAPK signaling pathway	4/294	0.17406170658700962	0.42877881075696345	0	0	1.8737547892720305	3.275970579814924	CACNA2D1;HSPB1;FLNA;FLNC
Amoebiasis	2/102	0.17450300437783395	0.42877881075696345	0	0	2.705753424657534	4.723740370547047	HSPB1;SERPINB9
Collecting duct acid secretion	1/27	0.18182037873406148	0.4404662696092757	0	0	5.187336473050759	8.843039277830465	ATP6V1G2
Phototransduction	1/28	0.18788308385755498	0.44871902576799766	0	0	4.9949609473419	8.351252049375448	GNB1
Drug metabolism	2/108	0.19044470279688272	0.44871902576799766	0	0	2.551822176272939	4.2319250565978885	DUT;GSTP1
beta-Alanine metabolism	1/30	0.19987495053362248	0.46143587681517817	0	0	4.650011728829463	7.486813486371484	ALDH7A1
Cholinergic synapse	2/113	0.2038740261637798	0.46143587681517817	0	0	2.4362581759842032	3.8742668601875887	GNB1;CAMK2A
Galactose metabolism	1/31	0.20580476208856874	0.46143587681517817	0	0	4.494784580498866	7.105478246409346	HK1
Glutamatergic synapse	2/114	0.20657303787656234	0.46143587681517817	0	0	2.414383561643836	3.807727296346047	DLG4;GNB1
cAMP signaling pathway	3/216	0.21526026628079134	0.4676975608566855	0	0	1.907625060709082	2.9299355275317587	PPP1CB;CAMK2A;ATP1A1
SNARE interactions in vesicular transport	1/33	0.21753374923566768	0.4676975608566855	0	0	4.21343537414966	6.427179677495341	STX7
Base excision repair	1/33	0.21753374923566768	0.4676975608566855	0	0	4.21343537414966	6.427179677495341	PCNA
Human papillomavirus infection	4/331	0.23023215717880052	0.48888803746609494	0	0	1.65859667006456	2.4359263616611555	SLC9A3R1;ATP6V1G2;DLG2;TNR
Starch and sucrose metabolism	1/36	0.2348053927265232	0.4924074056784958	0	0	3.851700680272109	5.581107444989292	HK1
Aldosterone-regulated sodium reabsorption	1/37	0.24047803533135842	0.4924074056784958	0	0	3.744520030234316	5.33641481020768	ATP1A1
Thyroid cancer	1/37	0.24047803533135842	0.4924074056784958	0	0	3.744520030234316	5.33641481020768	TFG
Coronavirus disease	3/232	0.2464820244585671	0.49483267701600947	0	0	1.772895648245746	2.4828804514357006	RPS4X;RPS2;RPS23
Oocyte meiosis	2/129	0.24741633850800474	0.49483267701600947	0	0	2.1276022004098802	2.9715853567417603	PPP1CB;CAMK2A
Ferroptosis	1/41	0.262753937906009	0.5194675554003856	0	0	3.369387755102041	4.5033123524247385	MAP1LC3B
Insulin signaling pathway	2/137	0.2693409628138483	0.5264391545907035	0	0	2.000710299340436	2.624486118969795	PPP1CB;HK1
Fatty acid degradation	1/43	0.27364731156700234	0.5288464897699371	0	0	3.2086167800453516	4.158095210638435	ALDH7A1
Type II diabetes mellitus	1/46	0.2896883145842489	0.5506309180407519	0	0	2.9942554799697656	3.709731962420885	HK1
Nucleotide excision repair	1/47	0.2949567302782177	0.5506309180407519	0	0	2.9290150842945875	3.5761124587469006	PCNA
Cell adhesion molecules	2/148	0.2994588965528332	0.5506309180407519	0	0	1.8489397635578908	2.229411095583562	NLGN3;NRCAM
Valine, leucine and isoleucine degradation	1/48	0.30018633191537225	0.5506309180407519	0	0	2.8665508756694167	3.449469416162416	ALDH7A1
Cocaine addiction	1/49	0.3053774035133981	0.5506309180407519	0	0	2.806689342403628	3.3293142044468143	DLG4
Arginine and proline metabolism	1/50	0.3105302270346101	0.5506309180407519	0	0	2.749271137026239	3.215201203875706	ALDH7A1
Cholesterol metabolism	1/50	0.3105302270346101	0.5506309180407519	0	0	2.749271137026239	3.215201203875706	VAPA
N-Glycan biosynthesis	1/50	0.3105302270346101	0.5506309180407519	0	0	2.749271137026239	3.215201203875706	GANAB
Endocrine and other factor-regulated calcium reabsorption	1/53	0.3257619980038818	0.571745547517017	0	0	2.5902668759811616	2.9052128451074024	ATP1A1
Legionellosis	1/57	0.3455523031437007	0.591883690658868	0	0	2.4047619047619047	2.5553270855877304	ARF1
cGMP-PKG signaling pathway	2/167	0.3509288446892928	0.591883690658868	0	0	1.6344541303445412	1.7115542700128312	PPP1CB;ATP1A1
VEGF signaling pathway	1/59	0.3552299952825363	0.591883690658868	0	0	2.3216045038705135	2.4028370397633143	HSPB1
Viral myocarditis	1/60	0.36001540209611405	0.591883690658868	0	0	2.2821399746339215	2.331453516051405	CXADR
Mineral absorption	1/60	0.36001540209611405	0.591883690658868	0	0	2.2821399746339215	2.331453516051405	ATP1A1
Protein processing in endoplasmic reticulum	2/171	0.36161733992630496	0.591883690658868	0	0	1.595444597552079	1.622836304466428	GANAB;P4HB
Arachidonic acid metabolism	1/61	0.3647655302897675	0.591883690658868	0	0	2.2439909297052156	2.2630660073286846	CBR1
Glycerolipid metabolism	1/61	0.3647655302897675	0.591883690658868	0	0	2.2439909297052156	2.2630660073286846	ALDH7A1
Lysine degradation	1/63	0.3741609824145893	0.6014550371524239	0	0	2.1713846829054204	2.13462127264681	ALDH7A1
Axon guidance	2/182	0.39065977265558055	0.6221618601551838	0	0	1.4971080669710806	1.4071591860669541	CAMK2A;SRGAP2
Alcoholism	2/186	0.4010781112990677	0.6328939003985289	0	0	1.4642644431209053	1.3377506471974334	PPP1CB;GNB1
Epithelial cell signaling in Helicobacter pylori infection	1/70	0.4059711571358863	0.6341823461381272	0	0	1.950409149166913	1.7582415057041563	ATP6V1G2
Adherens junction	1/71	0.4103824016088093	0.6341823461381272	0	0	1.9224489795918367	1.7122596873927975	IQGAP1
Chemokine signaling pathway	2/192	0.4165483371251398	0.6341823461381272	0	0	1.4175919250180244	1.241460053060566	GSK3A;GNB1
Inositol phosphate metabolism	1/73	0.41910751443185734	0.6341823461381272	0	0	1.8688586545729402	1.6252114296088644	TPI1
PPAR signaling pathway	1/74	0.4234218577598197	0.6341823461381272	0	0	1.843164663125524	1.5839904550473802	FABP5
Thyroid hormone synthesis	1/75	0.42770437297687647	0.6341823461381272	0	0	1.8181651038793896	1.5442095121564292	ATP1A1
Glioma	1/75	0.42770437297687647	0.6341823461381272	0	0	1.8181651038793896	1.5442095121564292	CAMK2A
Arrhythmogenic right ventricular cardiomyopathy	1/77	0.4361748499018832	0.6412143092574694	0	0	1.770139634801289	1.468706245609519	CACNA2D1
Synaptic vesicle cycle	1/78	0.44036327297635774	0.6418854487451994	0	0	1.7470624613481756	1.4328624887227117	ATP6V1G2
ErbB signaling pathway	1/85	0.4688294513505286	0.6713440273003604	0	0	1.600907029478458	1.2127130412952758	CAMK2A
ECM-receptor interaction	1/88	0.48058453838329396	0.6713440273003604	0	0	1.5454687622175307	1.1324455237846622	TNR
Gap junction	1/88	0.48058453838329396	0.6713440273003604	0	0	1.5454687622175307	1.1324455237846622	TUBB6
GABAergic synapse	1/89	0.48444519101813305	0.6713440273003604	0	0	1.5278293135435992	1.107295790558374	GNB1
Bile secretion	1/90	0.48827734101693476	0.6713440273003604	0	0	1.5105862569747	1.0828965573796	ATP1A1
Hypertrophic cardiomyopathy	1/90	0.48827734101693476	0.6713440273003604	0	0	1.5105862569747	1.0828965573796	CACNA2D1
Morphine addiction	1/91	0.4920811973539075	0.6713440273003604	0	0	1.4937263794406652	1.0592186145102815	GNB1
Salivary secretion	1/93	0.4996048575258496	0.6713440273003604	0	0	1.461106181603076	1.0139167770077513	ATP1A1
GnRH signaling pathway	1/93	0.4996048575258496	0.6713440273003604	0	0	1.461106181603076	1.0139167770077513	CAMK2A
Rheumatoid arthritis	1/93	0.4996048575258496	0.6713440273003604	0	0	1.461106181603076	1.0139167770077513	ATP6V1G2
Dilated cardiomyopathy	1/96	0.5106832837539101	0.6752925914407982	0	0	1.414751163623344	0.9507208147578562	CACNA2D1
Fc gamma R-mediated phagocytosis	1/97	0.5143216830159568	0.6752925914407982	0	0	1.3999433106575965	0.9308312204729655	MARCKS
Prostate cancer	1/97	0.5143216830159568	0.6752925914407982	0	0	1.3999433106575965	0.9308312204729655	GSTP1
Melanogenesis	1/101	0.5286085181091096	0.6773696457106363	0	0	1.343673469387755	0.8566014607573262	CAMK2A
Chemical carcinogenesis	2/239	0.5300016688463077	0.6773696457106363	0	0	1.1337494942488873	0.719789350376947	CBR1;GSTP1
Longevity regulating pathway	1/102	0.5321145113914838	0.6773696457106363	0	0	1.3303024179969016	0.839283227024703	CAT
Pancreatic secretion	1/102	0.5321145113914838	0.6773696457106363	0	0	1.3303024179969016	0.839283227024703	ATP1A1
Protein digestion and absorption	1/103	0.5355946035851543	0.6773696457106363	0	0	1.3171935440843003	0.8224263290844437	ATP1A1
Parathyroid hormone synthesis, secretion and action	1/106	0.545881366683608	0.6853401099969385	0	0	1.2793650793650793	0.774468261601828	SLC9A3R1
Insulin resistance	1/108	0.5526131504479056	0.6877266227155412	0	0	1.2553245597304343	0.7445293174812077	PPP1CB
Pathways in cancer	4/531	0.5557790730084896	0.6877266227155412	0	0	1.018606367278094	0.598313504548182	TFG;GSTP1;GNB1;CAMK2A
Serotonergic synapse	1/113	0.5690120955893609	0.6990720031526435	0	0	1.1989795918367347	0.6760489441430175	GNB1
Neurotrophin signaling pathway	1/119	0.5879044516968879	0.7144823099684795	0	0	1.137668626772743	0.6043191550917674	CAMK2A
AMPK signaling pathway	1/120	0.590972202591788	0.7144823099684795	0	0	1.1280512204881952	0.59333948453216	RAB2A
Thyroid hormone signaling pathway	1/121	0.5940172693342591	0.7144823099684795	0	0	1.11859410430839	0.5826162571449138	ATP1A1
Platelet activation	1/124	0.6030180249291467	0.7202715297764808	0	0	1.0911454012499309	0.5519102811025498	PPP1CB
Purine metabolism	1/129	0.6175809150723555	0.7275610780304462	0	0	1.0482568027210883	0.5052023161048923	PAICS
Relaxin signaling pathway	1/129	0.6175809150723555	0.7275610780304462	0	0	1.0482568027210883	0.5052023161048923	GNB1
FoxO signaling pathway	1/131	0.6232563692479988	0.7292523504126244	0	0	1.0320251177394035	0.48793872761087054	CAT
Vascular smooth muscle contraction	1/133	0.6288481546964645	0.7308235311337289	0	0	1.0162853019995877	0.4714196479883832	PPP1CB
Apelin signaling pathway	1/137	0.6397856026721883	0.7348542378616718	0	0	0.9861944777911165	0.4404563025027721	GNB1
Fluid shear stress and atherosclerosis	1/139	0.6451336623087932	0.7348542378616718	0	0	0.9718032140392389	0.4259391672770592	GSTP1
Measles	1/139	0.6451336623087932	0.7348542378616718	0	0	0.9718032140392389	0.4259391672770592	MSN
Phospholipase D signaling pathway	1/148	0.6682403979069493	0.7561667660526006	0	0	0.9118885649497894	0.3675889310070719	ARF1
mTOR signaling pathway	1/154	0.6828082287264609	0.7629271419874013	0	0	0.8758614556933885	0.33417726297413197	ATP6V1G2
Cushing syndrome	1/155	0.6851736513942092	0.7629271419874013	0	0	0.8701298701298701	0.32898128311504926	CAMK2A
Cellular senescence	1/156	0.6875215523723675	0.7629271419874013	0	0	0.8644722405091069	0.3238849859091058	PPP1CB
Necroptosis	1/159	0.694461409719372	0.765688220972641	0	0	0.8479290450357359	0.3091707724333916	CAMK2A
Hepatitis B	1/162	0.7012481567363437	0.7682463882716631	0	0	0.8320023661638568	0.2952721907090203	PCNA
Wnt signaling pathway	1/166	0.7100647702283709	0.7727837423966861	0	0	0.8116676973819831	0.27791427888310327	CAMK2A
Hepatocellular carcinoma	1/168	0.7143756688434483	0.7727837423966861	0	0	0.8018656564422176	0.26970455319241743	GSTP1
Tuberculosis	1/180	0.7389362049013458	0.7908486673360555	0	0	0.7476532512446319	0.22619777198431582	CAMK2A
PI3K-Akt signaling pathway	2/354	0.7402711362854938	0.7908486673360555	0	0	0.7588729763387297	0.2282225175270003	GNB1;TNR
RNA transport	1/186	0.7504178737141952	0.7967399646842073	0	0	0.7231844088986946	0.2076443687185308	PABPC1
Kaposi sarcoma-associated herpesvirus infection	1/193	0.7631805930052444	0.8053193987540002	0	0	0.6965702947845805	0.18825549718963666	GNB1
Epstein-Barr virus infection	1/202	0.778641588025464	0.8166241045145111	0	0	0.6650759806410126	0.16640495756069362	VIM
Rap1 signaling pathway	1/210	0.7915406061853096	0.823149192412995	0	0	0.6393581355987371	0.1494653715462961	PFN1
Human immunodeficiency virus 1 infection	1/212	0.7946469395105167	0.823149192412995	0	0	0.6332333881419866	0.14555335753099893	GNB1
Lipid and atherosclerosis	1/215	0.7992204368195941	0.823149192412995	0	0	0.6242609193209995	0.13990840859800285	CAMK2A
Human cytomegalovirus infection	1/225	0.8137470398980583	0.8331219694194406	0	0	0.5960884353741497	0.12285723798767423	GNB1
Ras signaling pathway	1/232	0.8232896760241064	0.8379042856576705	0	0	0.5778190063904349	0.11235526739031645	GNB1
Calcium signaling pathway	1/240	0.8336021542190537	0.8434092383863366	0	0	0.5582500782739874	0.10160096925448625	CAMK2A
Olfactory transduction	2/440	0.8401368592073296	0.8450499402553256	0	0	0.6071808344279728	0.10576511661698418	GNB1;CAMK2A
Herpes simplex virus 1 infection	1/498	0.9763816133365117	0.9763816133365117	0	0	0.26492287055667335	0.0063321259748015815	PPP1CB
