SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,23.99903,23.10741,23.30563,24.29894,25.04389,24.04677,25.07871,24.3646,25.35756
FGFR1 oncogene partner,FGFR1OP,19.9512,20.07783,20.65718,19.8287,19.13306,19.16773,19.22956,19.43096,18.60798
N-acetyltransferase 10,NAT10,23.02042,22.9651,23.96825,22.83337,19.21628,22.96252,21.60449,23.52958,18.99895
Protein kinase C-binding protein 1,ZMYND8,18.94763,18.90745,19.55239,19.11912,20.57591,19.47764,19.44323,18.70751,19.06431
Antigen KI-67,MKI67,21.6325,21.7778,18.82837,21.57242,21.38332,21.29008,18.71308,19.0863,19.14592
Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2,24.05565,22.53334,22.29328,19.18318,19.9549,19.38095,21.82885,22.73542,20.47937
Mannose-P-dolichol utilization defect 1 protein,MPDU1;HBEBP2BPA,22.33601,21.55272,23.49057,22.67131,19.84529,22.93031,22.76415,23.29025,21.01563
ATP-dependent RNA helicase DDX50,DDX50,21.20323,20.37878,19.20745,19.26319,19.824,20.76239,19.09537,20.33101,20.33919
cAMP-dependent protein kinase catalytic subunit beta,PRKACB,19.1673,18.91887,19.27083,20.57025,18.27987,19.71791,22.21217,21.87252,20.63759
G-protein-signaling modulator 1,GPSM1,18.41664,19.13995,19.34996,19.97325,21.1496,21.35407,22.71391,22.55712,25.43733
"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,21.93945,22.99364,22.39903,20.95241,21.20258,21.14644,20.64465,21.63218,20.16779
Probable serine carboxypeptidase CPVL,CPVL,21.995,21.82108,23.02154,18.21357,20.04774,19.12515,19.15928,19.14962,19.87032
Clathrin heavy chain;Clathrin heavy chain 1,CLTC,28.45811,28.40499,28.85754,28.38985,26.57816,29.10312,29.62394,29.37919,28.05972
Single-stranded DNA-binding protein 2;Single-stranded DNA-binding protein 3;Single-stranded DNA-binding protein 4,SSBP2;SSBP3;SSBP4,18.80967,20.37273,20.05192,20.80837,19.26083,21.77648,21.36132,21.57492,20.9775
SRC kinase signaling inhibitor 1,SRCIN1,18.87537,18.38445,20.64288,18.36297,21.34164,18.6523,19.23909,17.39557,18.22754
Methyl-CpG-binding protein 2,MECP2,18.95742,18.78002,20.05234,20.0625,20.63795,20.22412,21.67426,21.51118,21.97533
Mitochondrial pyruvate carrier 1,BRP44L;MPC1,20.2979,18.84615,18.45949,19.30601,20.02032,19.03381,21.33696,20.83869,19.9246
Endophilin-B1,SH3GLB1,21.27838,18.92872,20.14063,20.84023,21.87192,19.09759,21.95198,21.44915,21.3456
26S proteasome non-ATPase regulatory subunit 1,PSMD1,25.02513,25.27117,25.19892,24.98076,23.37888,25.48348,25.37398,25.37882,24.75679
Lethal(2) giant larvae protein homolog 1,LLGL1,19.68564,20.27785,22.83932,23.03518,22.54062,23.78367,22.88733,22.45929,22.32003
DNA-directed RNA polymerase;DNA-directed RNA polymerase II subunit RPB1,POLR2A,18.03419,20.53108,20.98134,21.30638,21.17548,20.97484,20.54293,19.22869,19.96137
Putative RNA-binding protein 15,RBM15,19.63364,19.90558,19.39233,20.73678,21.25638,19.17723,20.75996,21.92843,21.64245
Ganglioside-induced differentiation-associated protein 1-like 1,GDAP1L1,19.77717,19.66164,21.37105,20.03614,19.37856,20.47841,22.44769,22.63112,21.90367
Gamma-adducin,ADD3,19.00134,17.99954,20.11455,19.41919,21.65796,20.43258,19.11215,20.54274,19.18962
Clathrin heavy chain 2,CLTCL1,20.2207,19.75376,21.47075,17.52165,20.38743,19.88409,19.9474,20.98238,21.23035
"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,21.9885,21.36266,23.10434,21.14917,20.83484,22.06707,23.37345,22.20425,21.18604
60S ribosomal protein L17,RPL17;RPL17-C18orf32,27.05693,27.29474,26.81739,26.43578,26.50817,25.99938,25.38238,25.94141,25.8526
ATPase ASNA1,ASNA1,21.71217,21.77905,23.71366,21.85514,21.14868,22.19508,22.65914,21.86884,22.60202
Extended synaptotagmin-2,ESYT2,21.32647,18.97293,19.50428,19.19126,17.40472,21.3463,21.00614,21.0071,19.93448
Collagen alpha-1(V) chain,COL5A1,21.05285,21.03767,17.62728,19.75501,20.6082,18.28107,18.34109,20.52059,19.30508
YTH domain-containing family protein 2,YTHDF2,19.16276,19.22489,19.2012,20.62996,20.64518,20.28523,20.03644,19.93052,19.20967
Unconventional myosin-Va,MYO5A,19.75014,19.72655,19.82656,20.83615,19.14146,20.95915,25.44629,24.46076,23.59161
Vacuolar protein sorting-associated protein VTA1 homolog,VTA1,22.83181,22.85001,21.82706,23.34313,23.9411,22.998,23.42726,24.09305,23.16628
Nuclear mitotic apparatus protein 1,NUMA1,24.26528,25.64276,26.08618,24.78531,26.58291,25.98346,25.33197,24.31955,25.38519
AP-2 complex subunit mu,AP2M1,22.98923,22.897,23.22741,22.46824,22.28085,22.72353,23.29922,21.9094,22.7708
WASH complex subunit FAM21C;WASH complex subunit FAM21B;WASH complex subunit FAM21A;Putative WASH complex subunit FAM21,FAM21A;FAM21C;FAM21B;FAM21D,19.63323,19.08975,20.08576,19.72025,19.72789,20.09841,19.28181,18.33893,17.36925
PDZ and LIM domain protein 3,PDLIM3,19.11741,19.40223,19.27882,21.00278,21.28218,19.97295,21.27725,20.01873,19.07255
C-Jun-amino-terminal kinase-interacting protein 3,MAPK8IP3,17.17137,17.13116,19.83647,21.56897,20.95269,19.21986,20.31628,20.83445,19.64768
Seizure 6-like protein 2,SEZ6L2,18.88366,19.74429,19.80208,20.05195,19.39308,21.21122,21.24754,21.03376,21.92412
NAD-dependent protein deacetylase sirtuin-2,SIRT2,19.46182,18.85448,21.63079,18.36454,19.69172,19.9467,20.01014,19.27102,20.64544
Selenoprotein H,C11orf31;SELH,21.30986,20.97624,20.1302,19.8096,21.61479,19.33253,21.31805,22.1053,22.59805
Signal recognition particle 19 kDa protein,SRP19,19.84482,20.41183,19.87833,19.77546,19.98635,19.12096,19.39471,19.10503,19.61221
Tumor protein D54,TPD52L2,24.81049,24.8004,24.01461,24.12534,24.70023,24.31223,23.40302,21.19334,24.09079
Prostaglandin E synthase 3,PTGES3,26.12963,26.29357,26.09182,26.22529,26.69657,25.56034,26.14038,26.57144,26.51408
Slit homolog 2 protein;Slit homolog 2 protein N-product;Slit homolog 2 protein C-product,SLIT2,19.42616,18.40815,18.46104,19.01601,19.57332,18.87355,20.213,19.37653,19.83289
Ribonucleoprotein PTB-binding 1,RAVER1,22.29916,21.45969,21.11807,21.55351,22.15032,21.38169,17.50185,18.67083,21.12729
Adenylyl cyclase-associated protein;Adenylyl cyclase-associated protein 2,CAP2,22.00505,21.48576,19.89046,21.38511,22.76557,21.09462,19.16734,20.71883,21.57746
Ensconsin,MAP7,21.2731,20.92774,20.97792,20.90895,20.03677,17.44355,19.7297,21.24817,21.49824
Proline-rich protein 36,PRR36,21.32215,20.3344,21.61948,18.37564,20.64086,21.42619,23.21408,22.80762,23.92931
Myristoylated alanine-rich C-kinase substrate,MARCKS,22.03805,22.06812,22.1657,24.53035,25.07034,22.82699,25.68715,24.31264,26.60074
Splicing factor 3B subunit 2,SF3B2,25.62542,26.04902,25.44342,25.91262,26.62923,25.2933,24.61307,24.20933,25.2933
Kinesin-like protein;Kinesin-like protein KIF3A,KIF3A,19.76635,19.43638,18.47203,18.35564,22.51629,19.10563,21.99383,19.99268,22.65218
Ribosome maturation protein SBDS,SBDS,20.38659,19.40049,21.07169,21.40551,22.39435,21.75544,19.69502,21.62078,21.72126
Hypoxia up-regulated protein 1,HYOU1,26.43571,26.50705,26.04991,26.75022,27.20872,26.70425,27.43452,27.54539,28.07092
Calpain-5,CAPN5,24.27959,21.08453,20.71247,21.52888,19.24321,21.22241,20.43043,21.18332,20.4401
TSC22 domain family protein 1,TSC22D1,18.0358,21.3087,18.45224,18.80467,18.59554,19.66684,21.53919,19.38289,19.69751
RNA-binding protein 26,RBM26,21.14898,21.3014,18.89641,22.23908,21.76316,21.53512,21.3029,20.5955,19.95061
Calcium-binding protein 39,CAB39,21.24127,20.91481,21.76846,21.11394,20.78405,19.63223,20.02591,20.00758,21.10335
Tight junction protein ZO-1,TJP1,23.41287,24.07627,22.49001,22.58536,22.70085,23.2815,18.34265,20.81018,20.77507
Sorting nexin-12,SNX12,22.85899,23.55051,22.95246,23.13334,23.45814,22.71844,23.51545,23.35097,23.84134
Collagen alpha-1(VI) chain,COL6A1,19.40541,18.94301,19.89139,20.52803,18.2815,21.5254,20.15734,19.49736,18.22914
Nodal modulator 1;Nodal modulator 2;Nodal modulator 3,NOMO1;NOMO3;NOMO2,23.7168,24.27163,24.49057,23.65938,23.91278,23.11485,22.8266,23.36573,22.46396
Double-stranded RNA-binding protein Staufen homolog 1,STAU1,22.48751,22.19469,21.3128,19.81053,22.09989,21.47262,22.58465,22.01764,23.0839
U4/U6.U5 tri-snRNP-associated protein 2,USP39,22.05669,21.71925,21.47961,18.85358,19.78467,22.20824,19.78415,17.50738,19.70337
Chromatin target of PRMT1 protein,CHTOP,20.85612,21.80116,18.94479,18.75764,20.92823,21.17822,21.13408,20.4703,21.49174
Thymosin beta-15B;Thymosin beta-15A,TMSB15B;TMSB15A,21.69583,20.97302,23.36666,25.72832,25.78004,19.96244,23.59286,24.97439,26.66655
15 kDa selenoprotein,15-Sep,21.48035,21.83703,18.84989,22.34489,22.05616,22.01342,21.70147,21.38079,22.70611
CCAAT/enhancer-binding protein zeta,CEBPZ,22.32784,22.21635,21.60829,19.97675,18.29305,20.72101,20.33734,21.15314,19.7574
COP9 signalosome complex subunit 7b,COPS7B,19.5178,19.74287,20.0558,21.62328,21.82772,20.80294,20.87688,20.3063,21.10489
Protein Red,IK,22.04793,21.79046,19.05835,20.1994,22.52315,22.17359,21.52071,22.15647,22.6283
Transcription intermediary factor 1-alpha,TRIM24,19.74708,19.68842,20.00566,18.96838,19.42095,19.07921,20.15103,20.66327,20.14619
Elongation factor 1-delta,EEF1D,26.81739,26.66194,26.29831,26.52136,27.16269,26.55935,24.96763,25.14876,25.90899
Proteasome activator complex subunit 2,PSME2,24.59337,24.55561,25.47698,25.15958,23.94387,25.51821,23.81,23.30396,23.39008
Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase PAK 3,PAK3,20.64526,18.00116,19.43547,19.88873,18.27225,18.28263,22.85859,22.85512,22.40821
Basigin,BSG,25.89252,25.73753,27.10849,22.90828,23.296,23.68507,23.02771,22.53089,22.25142
"39S ribosomal protein L45, mitochondrial",MRPL45,21.31208,20.38564,21.35848,20.8792,18.73933,21.20699,20.8808,19.1576,20.30775
E3 ubiquitin-protein ligase HECTD1,HECTD1,21.28732,21.11737,21.08089,20.00312,19.78564,19.72118,18.35373,19.71481,20.8249
26S protease regulatory subunit 10B,PSMC6,25.43841,25.55842,25.75417,25.58646,25.94942,25.00397,25.19817,25.60085,25.97472
"ES1 protein homolog, mitochondrial",C21orf33,22.21365,22.41189,22.52819,21.66366,22.36252,21.62078,22.61185,21.62422,22.4868
Protein LSM14 homolog A,LSM14A,21.73003,21.74427,19.96873,22.30991,23.53362,21.6577,21.43426,20.8756,21.13094
WD repeat-containing protein 18,WDR18,23.42342,23.29011,23.60795,22.04733,21.98905,22.59307,21.86997,21.51162,21.63914
RNA-binding protein 10,RBM10,21.47427,21.9612,20.22435,20.86801,22.01964,21.94231,21.24876,20.85666,22.2794
Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,24.94382,24.92311,25.4992,25.02593,24.43485,24.88577,25.0889,25.67541,24.5538
Nesprin-2,SYNE2,21.54236,21.56844,22.06032,21.90235,21.52765,21.89164,22.02239,21.93477,20.25442
WD repeat-containing protein 47,WDR47,18.04719,19.49272,20.08189,20.48227,18.79021,20.81558,22.23333,22.77207,21.68697
"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,22.28224,22.21454,22.37708,22.79798,23.09252,22.7447,22.54201,22.78834,22.80743
Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PCMT1,21.62787,21.91159,22.09748,23.55801,22.47125,21.43822,23.78826,23.68292,24.89754
G patch domain-containing protein 4,GPATCH4,21.45413,20.62745,18.17641,18.07679,18.6904,18.29369,18.33378,19.68045,18.93511
Actin-binding LIM protein 1,ABLIM1,19.79017,18.01262,18.46096,19.73392,19.95854,21.68115,20.70143,21.72313,23.28729
Opioid growth factor receptor,OGFR,20.44435,17.99198,20.19273,19.59556,18.90962,18.27378,18.7817,21.50771,18.24047
Ribosome-binding protein 1,RRBP1,24.44878,24.95158,23.65491,21.76036,22.71408,21.1006,21.38353,20.22694,21.74567
Prostamide/prostaglandin F synthase,FAM213B,19.34013,19.34629,20.2491,19.6526,18.89661,19.35836,19.78508,19.71247,20.1337
ELAV-like protein;ELAV-like protein 2,ELAVL2,18.02668,18.45545,19.70039,22.82135,22.57015,18.72078,26.0912,25.86663,26.25207
Sideroflexin;Sideroflexin-3,SFXN3,22.26805,19.49368,21.77008,20.11517,19.86698,22.19093,24.02022,23.50821,22.07473
Methyl-CpG-binding domain protein 1,MBD1,18.48718,18.50594,19.35201,19.26526,19.98597,19.72211,21.3909,21.87384,21.8245
"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,25.06513,24.49302,19.97172,24.34834,25.22395,24.74643,24.87314,24.182,25.72598
Four and a half LIM domains protein 2,FHL2,18.35122,18.40691,21.47625,18.87643,17.98218,18.85343,18.63559,20.00831,18.22007
ATP-dependent RNA helicase DDX42,DDX42,20.96747,21.36949,20.89245,22.39276,23.34665,21.06789,20.35542,18.34048,20.84491
Plastin-3,PLS3,26.24334,26.06271,26.99734,19.82592,17.48982,18.65127,18.83049,19.76877,18.67815
Anion exchange protein;Sodium bicarbonate cotransporter 3,SLC4A7,19.61854,18.24679,20.41772,18.04825,20.10253,20.60413,18.64906,19.38585,19.70432
Transcription elongation factor SPT5,SUPT5H,20.88234,21.0191,20.62729,20.96733,21.54713,21.07822,18.73478,21.33315,21.21009
Tapasin,TAPBP,19.70998,20.27321,17.9502,19.89175,19.21844,18.76947,19.95089,20.85536,18.72805
Nuclear pore complex protein Nup214,NUP214,22.26579,22.60621,21.17414,21.80085,22.54959,21.02283,21.09764,22.23716,21.16711
Phosphatidylinositol transfer protein beta isoform,PITPNB,22.95731,22.30739,22.2316,22.73999,23.02318,23.0204,23.30939,23.01944,22.95491
"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,21.37119,22.52085,21.79745,22.59357,22.3664,22.63378,23.75725,24.10925,22.88716
Sodium/potassium-transporting ATPase subunit alpha-3,ATP1A3,26.22839,26.52021,26.68712,24.6184,23.74263,24.95939,28.74538,27.80409,26.84014
Aldo-keto reductase family 1 member C1,AKR1C1,19.51876,19.66525,19.41219,21.41273,19.87012,18.67396,23.92325,23.43682,23.8919
"Protein SCAF8;Splicing factor, arginine/serine-rich 15",SCAF8;SCAF4,19.68413,18.62443,18.55074,20.61863,21.45227,19.88758,18.94501,18.35146,18.63017
Transcription activator BRG1,SMARCA4,24.86155,24.80213,24.32299,24.48616,24.12723,24.98237,23.49765,24.6904,23.26155
"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,18.53735,19.57439,21.58362,23.45814,17.7443,18.88375,25.66817,24.07415,26.30562
WD repeat-containing protein 36,WDR36,21.77334,21.09268,22.77477,21.63312,18.37582,19.79995,19.86308,18.33169,19.87388
Double-stranded RNA-binding protein Staufen homolog 2,STAU2,20.55084,20.71749,19.37775,17.8481,20.63821,19.91383,21.04867,18.7755,21.62796
Integrin-linked protein kinase,ILK,18.43895,19.69246,17.41308,20.70438,19.2455,17.99618,19.9772,20.0414,18.84517
Elongation of very long chain fatty acids protein;Elongation of very long chain fatty acids protein 5,ELOVL5,21.4891,20.79614,21.0355,18.45522,17.17947,20.27594,19.65751,19.76969,19.78409
Cullin-2,CUL2,19.152,19.10884,19.84373,19.29127,18.73283,20.02538,20.79344,21.29362,19.32569
Titin,TTN,20.80546,21.34873,22.14619,22.41635,22.1021,21.30908,19.37848,21.07313,20.97274
Ubiquitin-like modifier-activating enzyme 6,UBA6,21.70523,22.37095,22.12783,21.49833,19.53509,22.09883,22.98926,22.68502,19.90079
Shootin-1,KIAA1598,21.06907,19.85764,23.74294,17.30511,20.24632,19.17929,20.80869,21.00621,23.14613
Acetolactate synthase-like protein,ILVBL,19.68922,21.66765,18.89023,18.79843,17.44547,19.80296,23.13435,22.8353,17.93558
SH3 and PX domain-containing protein 2B,SH3PXD2B,20.522,17.70415,19.65313,23.78935,23.46451,21.07176,21.12666,21.79725,19.80171
"Aconitate hydratase, mitochondrial",ACO2,24.83248,24.97215,24.77249,25.19746,25.23089,24.89115,26.02009,25.86399,25.67074
Major prion protein,PRNP,18.65508,19.80813,17.66603,19.56967,18.49783,21.31709,20.48778,18.82385,20.01511
DNA-3-methyladenine glycosylase,MPG,20.19472,20.76838,20.42614,17.56083,19.90288,20.39058,19.82029,19.21992,19.82861
Transcription elongation factor A protein-like 4;Transcription elongation factor A protein-like 2,TCEAL4;TCEAL2,19.59895,22.00189,21.02499,18.57251,21.07549,20.85734,21.07842,20.9534,21.29098
WD repeat-containing protein 7,WDR7,19.71627,18.93086,18.66676,20.64357,20.65218,17.76852,18.05561,18.54608,19.14804
Neuroblastoma-amplified sequence,NBAS,20.5733,20.42696,21.23193,18.2102,18.3594,20.17023,21.87586,20.61477,19.79973
Exosome complex component RRP4,EXOSC2,21.57589,21.92067,20.71541,20.8671,20.77909,20.7536,20.0692,20.40852,20.73149
CCR4-NOT transcription complex subunit 1,CNOT1,17.7407,21.06572,22.65829,20.85491,18.06727,20.572,20.43268,21.10617,19.78717
Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2,MAP1LC3B;MAP1LC3B2,23.10418,23.46787,20.93647,24.02107,25.32389,24.69843,25.64441,25.22266,26.147
Phosphoglycolate phosphatase,PGP,22.04464,22.59172,23.01163,21.67297,22.4188,18.3729,20.62533,18.77449,20.62836
Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6,HCFC1,21.94446,22.06411,23.18737,21.84965,22.14552,22.07839,21.35993,21.06059,20.64262
GPI-anchor transamidase,PIGK,19.59907,19.89516,21.10508,20.2498,18.8881,21.09558,21.89152,21.50193,20.08628
DNA-directed RNA polymerase II subunit RPB11-b2;DNA-directed RNA polymerase II subunit RPB11-b1;DNA-directed RNA polymerase II subunit RPB11-a,POLR2J3;POLR2J;POLR2J2,20.39446,20.38258,21.23631,18.43943,18.8132,19.20519,20.08898,18.72902,21.33885
ADP-sugar pyrophosphatase,NUDT5,23.29712,23.54298,22.81351,21.10169,21.99797,22.77286,21.82221,21.8428,22.43799
Hematological and neurological expressed 1-like protein,HN1L,23.88101,23.51905,22.92318,22.9061,24.87938,22.52032,21.67896,21.46747,23.21404
Tubulin alpha chain-like 3,TUBAL3,20.41864,18.44423,22.41276,21.89637,21.51821,23.16837,19.93876,19.93397,21.12288
rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1,FBLL1,23.74745,23.13265,21.33832,21.29474,21.93841,17.22798,23.88428,23.5248,23.84652
Structural maintenance of chromosomes flexible hinge domain-containing protein 1,SMCHD1,22.01485,21.65674,22.40626,22.35628,21.46209,23.06115,22.35773,23.57762,20.87215
Protein unc-119 homolog B,UNC119B,20.76377,20.74057,20.21502,18.1586,20.91006,18.71457,19.97393,18.93731,17.70228
,HSPB11,23.87004,23.93715,23.29488,22.07918,22.81151,23.1981,26.81421,26.38765,24.15089
Aminopeptidase B,RNPEP,23.00544,22.51805,23.594,22.65639,19.7112,22.86922,21.28737,20.33287,18.32165
Tetraspanin;CD81 antigen,CD81,21.5637,22.59049,21.96782,21.99479,19.22859,22.10569,22.48822,22.27912,21.85992
Tetraspanin;CD9 antigen,CD9,22.00703,22.68267,23.18368,18.87568,17.91739,19.48233,19.24116,19.84697,19.17458
Pericentriolar material 1 protein,PCM1,19.83119,20.28218,20.00223,20.932,20.95063,17.48254,19.8661,20.34082,17.14833
Quinone oxidoreductase,CRYZ,21.74234,21.18767,21.28608,21.60865,21.98127,21.61899,19.67183,19.85058,20.96754
Serine/threonine-protein phosphatase 2A activator,PPP2R4,23.06561,23.13727,23.719,23.39153,23.00624,23.69763,23.46101,22.38319,22.74261
Cysteine-rich with EGF-like domain protein 2,CRELD2,18.95955,19.57751,20.30117,19.73897,21.29983,18.48967,19.16989,19.95177,21.25014
Protein FAM127A;Protein FAM127C,FAM127A;FAM127C,19.60205,21.14744,18.53512,19.27502,20.4798,20.55139,21.53036,21.72534,21.86714
Afadin,MLLT4,22.26373,22.61291,22.3889,23.01415,22.65003,22.26911,22.37682,22.10495,22.35939
